WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_PLAC1,TIPO_PLAC2,TIPO_PLAC3,TIPO_ACIDE,Mapinfo_1,Mapinfo_2
"POINT (-46.6020285383174 -23.5663974603151)",D121500989,14176,17853,,,2015/12/09 00:00:00,1020,2,D,,18,1563,,,01010000000000000,0100,SE2,54,,10135,17853,MO,OU,,CO,-23.565989,-46.60172
"POINT (-46.7558082825683 -23.4490499831485)",D121500990,04885,,2000,,2015/12/25 00:00:00,0200,2,D,,46,163,,,02000000000000000,0200,NO2,03,,04885,,MO,MO,,CT,-23.4486438,-46.7554929
"POINT (-46.4164841284098 -23.5645787558334)",D121500991,43405,,7204,,2015/12/24 00:00:00,0300,2,D,,54,6279,B,,10000000000000000,0100,LE3,25,,43405,,AU,,,CH,-23.5641703,-46.4161838
"POINT (-46.7699594099192 -23.6364794556809)",D121500992,34682,,2500,,2015/12/10 00:00:00,1200,4,D,,37,1057,,,01000000000000000,0100,OE3,17,,34682,,,,,AT,-23.6360697,-46.7696426
"POINT (-46.7213859228358 -23.5571560109112)",D121500993,01343,,,NC,2015/12/30 00:00:00,0930,2,D,,93,6252,,,00101000000000000,0100,OE2,12,,01343,,ON,BI,,CO,-23.5567476,-46.7210716
"POINT (-46.6916050097027 -23.7243562030101)",D121500994,10036,,215,,2015/12/23 00:00:00,1227,4,D,,101,11768,,,01000000000000000,0100,SU4,23,,10036,,MO,,,AT,-23.7239446,-46.6912924
"POINT (-46.7239261610838 -23.5866315761121)",D121500995,07500,,5500,,2015/12/28 00:00:00,0815,2,D,,34,3929,,,11000000000000000,0100,OE3,12,,07500,,MO,AU,,CO,-23.5862233,-46.7236118
"POINT (-46.6653228121439 -23.6835595630218)",D121500996,74209,,200,,2015/12/31 00:00:00,1030,2,D,,80,197,,,01000000000000000,0100,SU3,22,,74209,,MO,,,QM,-23.6831492,-46.6650105
"POINT (-46.7127249382526 -23.7081128422296)",D121500997,02483,,4900,,2015/12/11 00:00:00,0500,2,D,,102,2910,,,10100000000000000,0100,SU4,81,,02483,,AU,ON,,CO,,
"POINT (-46.397125325695 -23.593128300255)",D121500998,99181,,276,,2015/12/14 00:00:00,0730,2,D,,54,6056,,,10000000000000000,0100,LE3,25,,99181,,AU,,,CH,-23.5927187,-46.3968264
"POINT (-46.5306092150761 -23.5145876715267)",D121500999,07203,43777,,,2015/12/24 00:00:00,1615,2,D,,10,10831,,,10001000000000000,0100,LE1,60,,07203,43777,,,,SI,,
"POINT (-46.676068018647 -23.5833906356487)",D121501000,18552,,540,,2015/12/09 00:00:00,1336,2,D,,15,4897,,,01000000000100000,0100,SO1,34,,18552,,MO,CM,,CO,-23.5829818,-46.6757563
"POINT (-46.6910240585884 -23.7478426299949)",D121501001,21927,,347,,2015/12/04 00:00:00,0829,2,D,,85,3927,,,01000000000000000,0100,SU4,30,,21927,,MO,,,QM,-23.7474307,-46.690711
"POINT (-46.7595873850572 -23.4053921669135)",D121501002,73197,,1,,2015/12/27 00:00:00,1300,2,D,,46,7529,,,01100000000000000,0100,NO2,62,,73197,,MO,ON,,CL,,
"POINT (-46.5739370206098 -23.460441587497)",D121501003,19711,,793,,2015/12/23 00:00:00,1915,2,D,,73,12840,,,10000000000000000,0200,CN2,38,,19711,,AU,,,CH,-23.4600354,-46.5736295
"POINT (-46.4941907353017 -23.5835479933795)",D121501004,28730,,79,,2015/12/17 00:00:00,2337,2,D,,66,8929,,,10000000000000000,0100,SE1,75,,28730,,AU,,,CH,-23.5831394,-46.4938868
"POINT (-46.6802480368087 -23.5340026505286)",D121501005,03876,,575,,2015/12/18 00:00:00,2100,2,D,,23,7682,,,11000000000000000,0100,NO1,61,,03876,,MO,AU,,CO,,
"POINT (-46.6740979455345 -23.616162166391)",D121501006,10918,17518,,,2015/12/19 00:00:00,0900,2,D,,27,11404,,,00100000000000000,0100,SO1,15,,10918,17518,,,,QD,-23.615753,-46.673786
"POINT (-46.7338558435666 -23.6509047100124)",D121501007,13357,,686,,2015/12/03 00:00:00,0910,2,D,,92,4265,,,32000000000000000,0300,SO3,45,,13357,,MO,MO,AU,CO,-23.6504946,-46.7335408
"POINT (-46.6184281452334 -23.4638575155964)",D121501008,09170,03285,,,2015/12/15 00:00:00,1850,4,D,,38,6386,,,10000000000000000,0100,CN2,84,,03285,09170,AU,,,AT,-23.463451,-46.618119
"POINT (-46.6324438160551 -23.4783507815711)",D121501009,09170,,14,,2015/12/13 00:00:00,0415,2,D,,20,13610,,,00000000000100000,0100,CN2,51,,09170,,CM,,,CH,,
"POINT (-46.596730098048 -23.4515393389429)",D121501010,11250,,338,,2015/12/30 00:00:00,2100,2,D,,73,1789,,,01000000000000010,0100,CN2,83,,11250,,MO,SI,,CO,-23.4511328,-46.5964219
"POINT (-46.511594273359 -23.5188907247801)",D121501011,10025,,12,,2015/12/15 00:00:00,2235,2,D,,24,11256,,,10001000000000000,0100,LE2,65,,10025,,AU,,,SI,-23.5184828,-46.51129
"POINT (-46.4844133500047 -23.5942752009313)",D121501012,02143,,,NC,2015/12/16 00:00:00,1330,4,D,,49,14839,,,01000000000000000,0100,SE1,75,,02143,,MO,,,AT,-23.5938655,-46.48411
"POINT (-46.7685897130591 -23.3951300185676)",D121501013,35449,,22000,,2015/12/10 00:00:00,2100,2,D,,46,7164,,,20000000000000000,0200,RV1,62,,35449,,AU,AU,,CO,-23.6126257,-46.6714513
"POINT (-46.7458738053471 -23.4477869170869)",D121501014,74288,,139,,2015/12/28 00:00:00,1611,2,D,,46,30,,,01100000000000000,0100,NO2,41,,74288,,MO,ON,,CO,-23.4473813,-46.7455593
"POINT (-46.6950068659145 -23.5769764120355)",D121501015,08889,,1264,,2015/12/25 00:00:00,0145,2,D,,15,11060,,,30000000000000000,0300,PB,63,,13014,,AU,AU,AU,CO,,
"POINT (-46.7399807137449 -23.4766635209503)",D121501016,09951,,,NC,2015/12/20 00:00:00,1740,2,D,,87,7382,,,20000000000000000,0100,NO2,64,,09951,,AU,AU,,CF,-23.4762567,-46.7396661
"POINT (-46.654276144247 -23.63827767221)",D121501017,15887,,1200,,2015/12/14 00:00:00,1400,2,D,,27,11242,,,01000000000000000,0100,SU2,15,,15887,,MO,,,QM,-23.637868,-46.6539653
"POINT (-46.7203979377185 -23.5529949841926)",D121501018,06238,,5000,,2015/12/01 00:00:00,0900,2,D,,96,754,,,01000000000000000,0100,PB,02,,13014,,MO,,,QM,,
"POINT (-46.6953840972441 -23.6831734627209)",D121501019,06238,,22532,,2015/12/17 00:00:00,1700,2,D,,14,4290,,,11000000000000000,0200,PB,16,,13014,,MO,AU,,CL,-23.6827626,-46.6950714
"POINT (-46.6741851755216 -23.6986007621139)",D121501020,14743,,1845,,2015/12/18 00:00:00,1600,2,D,,99,4225,,,11000000000000000,0100,SU3,59,,14743,,MO,AU,,QM,-23.6981904,-46.6738731
"POINT (-46.6304357519356 -23.5213835425921)",D121501021,17799,,767,,2015/12/01 00:00:00,1215,2,D,,02,7285,,,01010000000100000,0100,CN1,09,,17799,,MO,OU,CM,CO,,
"POINT (-46.670991597154 -23.528592646953)",D121501022,07491,,823,,2015/12/19 00:00:00,0600,2,D,,23,7977,,,11000000000000000,0100,NO1,06,,07491,,MO,AU,,CO,-23.5281847,-46.6706798
"POINT (-46.7669744911335 -23.4894447967657)",D121501023,01429,,17000,,2015/12/12 00:00:00,0530,2,D,,46,7206,,,00000000000100100,0100,NO1,73,,01429,,CM,OU,,CO,,
"POINT (-46.4747038446682 -23.5658536886181)",D121501024,13294,,1936,,2015/12/07 00:00:00,0914,2,D,,53,8641,,,01000000000000000,0100,SE1,24,,13294,,MO,,,SI,-23.5654452,-46.4744014
"POINT (-46.6254275703283 -23.5357048759243)",D121501025,06642,03812,,,2015/12/21 00:00:00,0711,2,D,,12,6727,B,,11000000000000000,0200,LE1,09,,03812,06642,MO,AU,,CO,,
"POINT (-46.673876764851 -23.5038552357342)",D121501026,14736,,,NC,2015/12/12 00:00:00,0100,4,D,,77,7528,,,10000000000000000,0001,NO2,50,,14736,,,,,AT,,
"POINT (-46.6633461666325 -23.4690095828747)",D121501027,15426,15599,,,2015/12/04 00:00:00,2100,2,D,,38,9040,,,11000000000000000,0100,CN1,13,,15426,15599,MO,AU,,CO,-23.468603,-46.663035
"POINT (-46.6766932156132 -23.6411856889683)",D121501028,26500,,1970,,2015/12/29 00:00:00,2040,2,D,,27,11679,,,01000000000000000,0100,SO2,72,,26500,,MO,,,QM,-23.6407758,-46.676381
"POINT (-46.7683747175967 -23.3957520021986)",D121501029,35449,,22000,,2015/12/13 00:00:00,1320,2,D,,46,7235,,,10000000000000000,0401,RV1,62,,35449,,AU,,,CP,-23.6126257,-46.6714513
"POINT (-46.6498965451176 -23.4708806225541)",D121501030,15426,,2231,,2015/12/02 00:00:00,2230,4,D,,38,8971,,,10000000000000000,0100,CN1,51,,15426,,AU,,,AT,-23.4704738,-46.6495855
"POINT (-46.6225166854948 -23.6494659609238)",D121501031,13915,,4241,,2015/12/25 00:00:00,0200,2,D,,83,9983,,,20000000000000000,0100,SU1,37,,13915,,AU,AU,,CO,-23.6490558,-46.6222065
"POINT (-46.6707556957904 -23.5851896900624)",D121501032,12326,00999,,,2015/12/30 00:00:00,2015,2,D,,15,11214,,,00100000000000000,0100,SO1,34,,00999,12326,ON,,,QF,-23.584781,-46.670444
"POINT (-46.4981674566529 -23.5584049327572)",D121501033,76067,,,PX CLAUDIO BAST,2015/12/11 00:00:00,1500,2,D,,66,900071,,,20000000000000000,0100,SE1,24,,76067,,AU,AU,,CF,-23.556906,-46.497178
"POINT (-46.71950906467 -23.6381335757659)",D121501034,09573,,755,,2015/12/10 00:00:00,1658,4,D,,11,14475,,,01000000000000000,0200,SO2,72,,09573,,MO,,,AT,-23.637724,-46.719195
"POINT (-46.6942612188504 -23.7634699789905)",D121501035,38141,,,PX JARDIM LU,2015/12/14 00:00:00,1530,4,D,,85,4086,,,10000000000000000,0100,SU4,30,,38141,,AU,,,AT,,
"POINT (-46.6414385976562 -23.6379137321414)",D121501036,02235,,1141,,2015/12/05 00:00:00,0047,2,D,,35,12353,,,01000000000100000,0200,SU1,37,,02235,,MO,CM,,OU,-23.6375039,-46.6411282
"POINT (-46.7192427154937 -23.478500634245)",D121501037,14741,,953,,2015/12/18 00:00:00,2040,4,D,,87,4408,,,01000000000000000,0100,NO2,64,,14741,,MO,,,AT,-23.4780939,-46.718929
"POINT (-46.5446489795984 -23.5660616006676)",D121501038,06239,04078,,,2015/12/15 00:00:00,2340,2,D,,58,6665,C,,11000000000000000,0100,SE1,87,,04078,06239,MO,AU,,CO,-23.565653,-46.544343
"POINT (-46.6310152786806 -23.7055149544361)",D121501039,17533,,166,,2015/12/24 00:00:00,2030,2,D,,98,1643,,,01000000000000000,0100,SU3,59,,17533,,MO,,,QM,,
"POINT (-46.4887994939414 -23.5941011843701)",D121501040,13671,,100,,2015/12/13 00:00:00,0841,4,D,,49,14525,,,00000000000000010,0001,SE1,75,,13671,,,,,AT,-23.5936916,-46.4884957
"POINT (-46.706829611858 -23.6657761451013)",D121501041,05503,,296,,2015/12/20 00:00:00,2330,2,D,,99,14821,,,01100000000000000,0200,SU3,16,,05503,,ON,MO,,CO,-23.6653655,-46.7065162
"POINT (-46.6464389123026 -23.6721023477423)",D121501042,05606,,4128,,2015/12/07 00:00:00,1610,2,D,,43,4616,,,01000000000000000,0100,SU3,22,,05606,,MO,,,QM,-23.6716922,-46.6461279
"POINT (-46.4883763253728 -23.5360661704766)",D121501043,12156,,1500,,2015/12/07 00:00:00,0535,2,D,,65,3210,C,,11000000000000000,0200,LE3,05,,12156,,MO,AU,,CO,,
"POINT (-46.6518506112276 -23.4715576149549)",D121501044,15426,,2000,,2015/12/09 00:00:00,1750,2,D,,38,9210,,,10100000000000000,0100,CN1,13,,15426,,AU,AU,ON,CT,-23.4711513,-46.6515399
"POINT (-46.6513286512302 -23.4713776613166)",D121501045,15426,,2063,,2015/12/09 00:00:00,2202,2,D,,38,9211,,,11000000000000000,0100,CN1,13,,15426,,MO,AU,,CO,-23.4709712,-46.6510179
"POINT (-46.5902590334276 -23.5554492797568)",D121501046,04543,,864,,2015/12/27 00:00:00,1600,2,D,,57,4394,,,01000000000000010,0100,SE1,54,,04543,,MO,OU,,CO,-23.5550414,-46.5899511
"POINT (-46.4796508497239 -23.4891952904715)",D121501047,15467,,1964,,2015/12/21 00:00:00,1503,4,D,,62,55,,,00000000000000010,0100,LE2,28,,15467,,,,,AT,-23.4887877,-46.4793481
"POINT (-46.6626405728274 -23.6901536103125)",D121501048,16492,,100,,2015/12/30 00:00:00,2038,4,D,,80,10076,,,10000000000000000,0300,SU3,59,,16492,,AU,,,AT,-23.6897425,-46.6623287
"POINT (-46.5267432437413 -23.6037252937077)",D121501049,15032,,5000,,2015/12/24 00:00:00,1206,2,D,,70,4992,,,10001000000000000,0100,SE2,74,,15032,,AU,BI,,CO,-23.6033157,-46.5264379
"POINT (-46.5218507946154 -23.5324769490108)",D121501050,44742,,50,,2015/12/21 00:00:00,0131,2,D,,21,10709,,,10000000000000000,0100,LE3,93,,44742,,AU,,,CH,-23.5320689,-46.5215461
"POINT (-46.7481300688983 -23.4758474986927)",D121501051,14129,,786,,2015/12/11 00:00:00,1630,2,D,,33,4580,,,11000000000000000,0100,NO1,64,,14129,,MO,AU,,CO,,
"POINT (-46.6126780017623 -23.5436819760617)",D121501052,19407,,307,,2015/12/09 00:00:00,1630,2,D,,08,9230,C,,11000000000000000,0200,LE1,10,,19407,,MO,AU,,CO,,
"POINT (-46.7381554862029 -23.4484660101131)",D121501053,22382,,50,,2015/12/11 00:00:00,0600,2,D,,74,4563,,,20000000000000000,0200,NO2,41,,22382,,AU,AU,,CO,-23.4480603,-46.7378412
"POINT (-46.5953434217132 -23.6023141468866)",D121501054,18760,,1036,,2015/12/19 00:00:00,1000,2,D,,95,9815,,,00000000000100000,0100,SE2,33,,18760,,CM,,,CP,,
"POINT (-46.7098334157291 -23.5098842221024)",D121501055,12436,,9800,,2015/12/11 00:00:00,1120,2,D,,91,7814,,,01000000000000100,0100,TT,48,,29772,,MO,OU,,CH,-23.5094771,-46.7095202
"POINT (-46.3848225400507 -23.5023547569682)",D121501056,69780,,245,,2015/12/18 00:00:00,1923,2,D,,50,13828,,,11000000000000000,0100,LE2,35,,69780,,MO,AU,,CL,-23.5019471,-46.3845235
"POINT (-46.6233145050294 -23.5311037565654)",D121501057,04135,08570,,,2015/12/03 00:00:00,0911,2,D,,12,6349,,,01000000000100000,0100,LE1,57,,00257,04135,MO,CM,,CL,-23.530696,-46.623005
"POINT (-46.6368720812855 -23.5538641174783)",D121501058,19764,,600,,2015/12/13 00:00:00,2000,2,D,,05,10819,,,00200000000000000,0100,SU2,80,,19764,,ON,ON,,CO,,
"POINT (-46.6476523911055 -23.4700735632204)",D121501059,15426,,2474,,2015/12/22 00:00:00,1700,4,D,,38,100,,,10000000000000000,0100,CN1,51,,15426,,AU,,,AT,-23.4696665,-46.6473419
"POINT (-46.7374679370132 -23.664138973667)",D121501060,16053,,700,,2015/12/15 00:00:00,1300,4,D,,92,4531,,,01000000000000000,0300,SO3,45,,16053,,MO,,,AT,-23.6637288,-46.7371525
"POINT (-46.5601175652444 -23.5318469311658)",D121501061,01657,04736,,,2015/12/18 00:00:00,0130,2,D,,52,10641,,,01000000000100000,0200,LE1,82,,01657,04736,MO,CM,,SI,-23.531439,-46.559811
"POINT (-46.6598350233164 -23.4702416207599)",D121501062,15426,,1128,,2015/12/12 00:00:00,1910,2,D,,38,6342,,,11000000000000000,0100,CN1,13,,15426,,MO,AU,,CO,-23.4698352,-46.6595244
"POINT (-46.737976822689 -23.6702396126708)",D121501063,12403,,1000,,2015/12/22 00:00:00,2330,2,D,,92,14909,,,11000000000000000,0100,SO3,45,,12403,,MO,AU,,CO,-23.7218942,-46.7852297
"POINT (-46.7071716240325 -23.66276901403)",D121501064,19844,,100,,2015/12/15 00:00:00,1139,2,D,,11,14638,,,01000000000000000,0100,SO2,72,,19844,,MO,ON,,QM,-23.662359,-46.7068582
"POINT (-46.4846791724673 -23.5485023439952)",D121501065,36156,,10,,2015/12/23 00:00:00,2245,2,D,,65,9189,,,11000000000000000,0100,LE3,05,,36156,,MO,AU,,CL,-23.5480943,-46.4843761
"POINT (-46.7633681430879 -23.6308733578377)",D121501066,69653,,515,,2015/12/24 00:00:00,1900,2,D,,37,811,,,11000000000000000,0100,OE3,17,,69653,,MO,AU,,CO,-23.6304643,-46.7630521
"POINT (-46.7551861320773 -23.3987040648473)",D121501067,61610,,100,,2015/12/19 00:00:00,0153,2,D,,46,62,,,01000000000000000,0100,NO2,62,,61610,,MO,,,QM,-23.3982985,-46.7548708
"POINT (-46.5785872923257 -23.4843399233443)",D121501068,07526,,689,,2015/12/18 00:00:00,2020,4,D,,39,12628,,,01000000000000000,0100,CN2,94,,07526,,,,,AT,-23.4839333,-46.5782803
"POINT (-46.4388522668408 -23.6019274143421)",D121501069,46528,,18,,2015/12/24 00:00:00,2330,4,D,,49,14950,,,01000000000000000,0100,SE1,32,,46528,,MO,,,AT,,
"POINT (-46.7547547144369 -23.636524485769)",D121501070,11699,,200,,2015/12/20 00:00:00,1500,2,D,,37,137,,,11000000000000000,0100,OE3,17,,11699,,MO,AU,,CO,-23.6361148,-46.7544389
"POINT (-46.7249152034548 -23.602248856242)",D121501071,08000,,2300,,2015/12/20 00:00:00,1444,2,D,,34,270,,,11000000000000000,0100,OE3,96,,08000,,MO,AU,,CO,-23.6018401,-46.724601
"POINT (-46.5832626510985 -23.54275811091)",D121501072,00543,,2000,,2015/12/14 00:00:00,1450,2,D,,08,3296,C,,01100000000000000,0100,LE1,08,,00543,,MO,ON,,CL,-23.5423499,-46.5829553
"POINT (-46.6261816157338 -23.5445759880126)",D121501073,13853,,40,,2015/12/21 00:00:00,1235,2,D,,01,7896,,,10100000000000000,0300,LE1,80,,13853,,AU,ON,,CO,,
"POINT (-46.6785910664578 -23.5808615939037)",D121501074,14804,,5569,,2015/12/16 00:00:00,2000,2,D,,78,5098,,,11100000000000000,0100,SO1,34,,14804,,MO,AU,ON,CO,-23.580453,-46.6782789
"POINT (-46.7218663307285 -23.6654930882439)",D121501075,08367,,752,,2015/12/06 00:00:00,0259,2,D,,102,4528,,,20000000000000000,0100,SO3,81,,08367,,AU,AU,,CO,-23.665083,-46.7215516
"POINT (-46.6811473208807 -23.6335595180644)",D121501076,26500,,1000,,2015/12/06 00:00:00,0945,2,D,,27,10972,,,12000000000000000,0200,SO1,72,,26500,,MO,MO,AU,SI,-23.6331504,-46.6808352
"POINT (-46.6229352829443 -23.4856059544125)",D121501077,00351,07585,,,2015/12/23 00:00:00,0930,2,D,,20,14015,,,01000000000000100,0100,CN2,71,,00351,07585,MO,OU,,CO,-23.485199,-46.622626
"POINT (-46.7955637103123 -23.6793871884866)",D121501078,09529,,8000,,2015/12/27 00:00:00,2300,2,D,,47,1761,,,11000000000000000,0200,SO3,19,,09529,,MO,AU,,SI,-23.6789769,-46.7952463
"POINT (-46.6963593155507 -23.7380494615365)",D121501079,08179,,200,,2015/12/14 00:00:00,1830,2,D,,85,166,,,00100000000000000,0100,SU4,30,,08179,,ON,,,QD,-23.7376382,-46.6960455
"POINT (-46.4995978783624 -23.5347500170929)",D121501080,01702,,2804,,2015/12/22 00:00:00,0848,2,D,,21,4795,C,,21000000000000000,0100,LE3,93,,01702,,MO,AU,AU,CO,,
"POINT (-46.7110745691845 -23.5998768732693)",D121501081,08000,05195,,,2015/12/21 00:00:00,1010,2,D,,34,3872,,,01000000000000010,0100,OE3,55,,05195,08000,MO,SI,,CO,-23.599468,-46.710761
"POINT (-46.6248954823823 -23.5100164333957)",D121501082,12689,05567,,,2015/12/01 00:00:00,0830,4,D,,09,4940,,,10000000000000000,0100,CN2,71,,05567,12689,,,,AT,,
"POINT (-46.5775562503344 -23.4787609047815)",D121501083,17339,05476,,,2015/12/12 00:00:00,0130,4,D,,39,12399,,,10000000000000000,0100,CN2,94,,05476,17339,AU,,,AT,-23.478354,-46.577249
"POINT (-46.417491181165 -23.5659768629213)",D121501084,46547,,4,,2015/12/09 00:00:00,2056,4,D,,53,8720,,,01000000000000000,0100,LE3,25,,46547,,MO,,,AT,-23.565568,-46.4171912
"POINT (-46.4471624599024 -23.5290381036187)",D121501085,22555,,1,,2015/12/11 00:00:00,0750,4,D,,65,3257,C,,00000000000100000,0100,LE3,36,,22555,,CM,,,AT,-23.5286301,-46.4468606
"POINT (-46.6416135348338 -23.6338407091962)",D121501086,31674,,445,,2015/12/06 00:00:00,2320,2,D,,35,173,,,11000000000000000,0100,SU1,37,,31674,,MO,AU,,CO,-23.633431,-46.6413028
"POINT (-46.4019143610756 -23.4968015790766)",D121501087,17820,,4579,,2015/12/21 00:00:00,1315,4,D,,50,13939,,,00100000000000000,0100,LE2,35,,17820,,ON,,,AT,-23.4963941,-46.4016148
"POINT (-46.7132514944114 -23.5071042090642)",D121501088,16838,,1560,,2015/12/29 00:00:00,0520,2,D,,87,4441,,,20000000000000000,0200,NO1,64,,16838,,AU,AU,,CF,-23.5066967,-46.712938
"POINT (-46.7717664866687 -23.6318063178253)",D121501089,34682,,3401,,2015/12/23 00:00:00,1610,2,D,,37,6295,,,21000000000000000,0100,OE3,17,,34682,,MO,AU,AU,SI,-23.631397,-46.7714496
"POINT (-46.4861921506185 -23.5158917269638)",D121501090,14094,,1614,,2015/12/27 00:00:00,2021,2,D,,62,11584,,,11000000000000000,0100,LE2,65,,14094,,AU,MO,,CT,-23.5154837,-46.4858887
"POINT (-46.6867065459904 -23.6171161882396)",D121501091,15559,31919,,,2015/12/24 00:00:00,0212,2,D,,96,11560,,,10000000000000000,0100,SO1,34,,14800,31919,AU,,,CH,,
"POINT (-46.6405132331227 -23.5189525305219)",D121501092,29772,,12000,,2015/12/13 00:00:00,0815,2,D,,13,11749,,,11000000000000000,0200,TT,09,,29772,,MO,AU,,CT,,
"POINT (-46.7692154667517 -23.6566738161221)",D121501093,17566,,,NC,2015/12/13 00:00:00,1900,4,D,,37,6358,,,01000000000000000,0100,OE3,19,,17566,,MO,,,AT,,
"POINT (-46.7851272642805 -23.7209928199155)",D121501094,12403,,10001,,2015/12/22 00:00:00,2203,2,D,,100,450,,,11000000000000000,0100,SO3,42,,12403,,MO,AU,,CL,-23.7293528,-46.7859336
"POINT (-46.6274159073964 -23.6167383287436)",D121501095,00066,,1845,,2015/12/23 00:00:00,1747,2,D,,16,5085,,,21000000000000000,0100,SU1,27,,00066,,MO,AU,AU,CT,-23.6163288,-46.6271055
"POINT (-46.6741851755216 -23.6986007621139)",D121501096,14743,,209,,2015/12/12 00:00:00,1300,2,D,,99,14549,C,,11000000000000000,0100,SU3,59,,14743,,MO,AU,,CO,-23.6981904,-46.6738731
"POINT (-46.6938080044639 -23.6657171472954)",D121501097,17360,,352,,2015/12/17 00:00:00,0853,2,D,,99,4213,,,01000000000000100,0100,SU3,16,,17360,,MO,OU,,CO,-23.6653072,-46.6934949
"POINT (-46.4571009791371 -23.5750319844581)",D121501098,36285,,1261,,2015/12/20 00:00:00,1856,2,D,,53,8977,,,20000000000000000,0100,SE1,58,,36285,,AU,AU,,CT,-23.5746226,-46.4567991
"POINT (-46.6892362369308 -23.4516841494361)",D121501099,74306,,727,,2015/12/19 00:00:00,0200,4,D,,72,1702,,,00000000000000010,0100,NO2,11,,74306,,,,,AT,-23.4512775,-46.688924
"POINT (-46.6139521258761 -23.5748826416448)",D121501100,13673,,,PX MAURO CEN,2015/12/01 00:00:00,2100,2,D,,103,6335,,,11000000000000000,0100,SU1,33,,13673,,MO,AU,,CO,,
"POINT (-46.5675088243993 -23.4919831545849)",D121501101,39494,,100,,2015/12/19 00:00:00,1458,2,D,,90,12661,,,10001000000000000,0100,CN2,94,,39494,,AU,BI,,CO,-23.4915755,-46.5672016
"POINT (-46.7847951832097 -23.6784351590652)",D121501102,04975,,1500,,2015/12/08 00:00:00,2030,2,D,,47,12179,B,,11000000000000000,0100,SO3,19,,04975,,MO,AU,,CO,-23.6780252,-46.7844784
"POINT (-46.6479398682467 -23.6517379522987)",D121501103,07882,,1679,,2015/12/10 00:00:00,1542,2,D,,35,5416,,,01000000000000000,0100,SU3,37,,07882,,MO,,,QM,-23.6513284,-46.6476285
"POINT (-46.4907036074442 -23.5819659942729)",D121501104,02181,60675,,,2015/12/19 00:00:00,1324,2,D,,53,8955,B,,11000000000000000,0001,SE1,24,,02181,60675,MO,AU,,SI,-23.581557,-46.4904
"POINT (-46.6732606422577 -23.4818607507695)",D121501105,06450,,3000,,2015/12/06 00:00:00,2100,2,D,,40,3675,,,11000000000000000,0100,CN1,50,,06450,,MO,AU,,CO,-23.481454,-46.6729494
"POINT (-46.6976181383046 -23.6187965190193)",D121501106,14267,,,PX PTE MORUMBI,2015/12/23 00:00:00,0820,2,D,,34,11549,,,02000000000000000,0100,SO1,34,,14267,,MO,MO,,CT,-23.617419,-46.698209
"POINT (-46.5839605374319 -23.4833459573734)",D121501107,17339,,300,,2015/12/18 00:00:00,1800,2,D,,39,4468,,,11000000000000000,0100,CN2,94,,17339,,MO,AU,,SI,-23.4829392,-46.5836534
"POINT (-46.7055793204398 -23.5522970392753)",D121501108,05885,09862,,,2015/12/07 00:00:00,0855,4,D,,14,10509,,,10000000000000000,0100,OE1,02,,05885,09862,AU,,,AT,-23.551889,-46.705266
"POINT (-46.6339379736922 -23.5480610397233)",D121501109,16749,,100,,2015/12/07 00:00:00,1113,2,D,,55,3494,,,01010000000000000,0100,CN3,80,,16749,,MO,OU,,CT,,
"POINT (-46.6311709919259 -23.5746885705232)",D121501110,15822,,76,,2015/12/16 00:00:00,1710,2,D,,06,5438,,,11000000000000000,0100,SU1,49,,15822,,MO,,,SI,-23.5742796,-46.6308609
"POINT (-46.750615389271 -23.577588408589)",D121501111,11022,,200,,2015/12/15 00:00:00,2230,2,D,,51,3776,,,11000000000000000,0200,OE2,68,,11022,,MO,,,SI,-23.5771797,-46.7503003
"POINT (-46.6472776443696 -23.547542037861)",D121501112,05245,,572,,2015/12/02 00:00:00,1700,2,D,,04,7303,C,,11000000000000000,0100,CN3,67,,05245,,AU,,,OU,-23.5471342,-46.646967
"POINT (-46.6481134595157 -23.4931359579826)",D121501113,09078,18180,,,2015/12/24 00:00:00,1517,2,D,,13,12139,,,20000000000000000,0100,CN1,71,,09078,18180,AU,AU,,CO,-23.492729,-46.647803
"POINT (-46.742139009383 -23.5938406597275)",D121501114,18470,,3954,,2015/12/17 00:00:00,2226,2,D,,34,3855,,,10000000000000000,0100,OE3,96,,18470,,AU,AU,,CH,-23.5934324,-46.7418243
