WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_PLAC1,TIPO_PLAC2,TIPO_PLAC3,TIPO_ACIDE,Mapinfo_1,Mapinfo_2
"POINT (-46.5641613666495 -23.5973292088218)",D071501084,05425,,129,,2015/07/13 00:00:00,1204,2,D,,42,1853,,,01000000000000000,0100,SE2,95,0314,05425,,MO,,,AA,129 05425,
"POINT (-46.5252762431425 -23.6017603930159)",D071501085,24338,,7410,,2015/07/02 00:00:00,0630,2,D,,42,2576,,,11000000000000000,0100,SE2,78,0314,24338,,AU,MO,,CO,7410 24338,
"POINT (-46.5190587544721 -23.6027548435814)",D071501086,24338,,8050,,2015/07/08 00:00:00,0750,2,D,,42,2644,,,01001000000000000,0100,SE2,78,0314,24338,,MO,BI,,CO,8050 24338,
"POINT (-46.5437403770206 -23.594562714477)",D071501087,15032,,2758,,2015/07/31 00:00:00,1630,2,D,,42,3020,,,11000000000000000,0100,SE2,74,0314,15032,,AU,MO,,CO,2758 15032,
"POINT (-46.5557173981151 -23.6074078061223)",D071501088,14309,,20,,2015/07/05 00:00:00,0222,2,D,,42,4046,,,11000000000000000,0100,SE2,95,0515,14309,,AU,MO,,CO,20 14309,
"POINT (-46.540464583102 -23.5925050362584)",D071501089,34677,24338,,,2015/07/05 00:00:00,0510,2,D,,42,4050,,,11000000000000000,0100,SE2,74,0515,24338,34677,MO,AU,,CO,24338&&34677,
"POINT (-46.5625029794931 -23.5843498750667)",D071501090,20122,,166,,2015/07/10 00:00:00,2022,2,D,,42,4167,,,01000000000100000,0100,SE2,74,0515,20122,,MO,CM,,CO,166 20122,
"POINT (-46.556012570078 -23.5894954029514)",D071501092,20122,,1071,,2015/07/24 00:00:00,2322,4,D,,42,4482,,,10000000000000000,0100,SE2,74,0515,20122,,AU,,,AT,1071 20122,
"POINT (-46.5566122736921 -23.6093044457502)",D071501093,08181,,810,,2015/07/26 00:00:00,1030,2,D,,42,4523,,,10010000000000000,0200,SE2,95,0515,08181,,AU,CA,,CT,810 08181,
"POINT (-46.5621551672386 -23.6000137551472)",D071501094,19104,,392,,2015/07/28 00:00:00,2331,2,D,,42,4598,,,01000000000100000,0100,SE2,95,0515,19104,,CM,MO,,CO,392 19104,
"POINT (-46.5711219101449 -23.5751542738692)",D071501095,27094,,5000,,2015/07/03 00:00:00,1517,2,D,,52,1270,,,10020000000000000,0100,SE2,01,0516,27094,,AU,CA,CA,CO,5000 27094,
"POINT (-46.5769906636219 -23.5607849773635)",D071501097,27094,,3680,,2015/07/16 00:00:00,1045,2,D,,52,1349,,,11000000000100000,0100,SE2,01,0516,27094,,MO,AU,CM,CO,3680 27094,
"POINT (-46.5749209008272 -23.5329708356496)",D071501098,13229,,79,,2015/07/01 00:00:00,1614,4,D,,52,1384,,,10000000000000000,0100,LE1,82,0516,13229,,AU,,,AT,79 13229,
"POINT (-46.5677245655096 -23.5343153677673)",D071501099,04736,,4639,,2015/07/17 00:00:00,0910,2,D,,52,1504,,,00000000000000010,0100,LE1,82,0516,04736,,SI,,,SI,4639 04736,
"POINT (-46.5681915817332 -23.5383070273637)",D071501100,13805,,500,,2015/07/20 00:00:00,0740,2,D,,52,1577,,,10001000000000000,0100,LE1,82,0516,13805,,BI,AU,,CL,500 13805,
"POINT (-46.5720517851904 -23.5390440590073)",D071501102,13805,,,NC,2015/07/30 00:00:00,0900,2,D,,52,1649,,,20000000000000000,0100,LE1,82,0516,13805,,AU,AU,,CL,100 13805,
"POINT (-46.5617124912951 -23.5297930090253)",D071501103,07936,,90,,2015/07/15 00:00:00,1914,2,D,,52,5801,,,11000000000000000,0100,LE1,82,0517,07936,,MO,AU,,CO,90 07936,
"POINT (-46.557331120169 -23.5342677600726)",D071501104,08827,,500,,2015/07/23 00:00:00,2056,2,D,,52,6068,,,20000000000000000,0100,LE1,82,0517,08827,,AU,AU,,CO,500 08827,
"POINT (-46.5656707171186 -23.5337133936748)",D071501105,18347,04736,,,2015/07/25 00:00:00,2110,4,D,,52,6109,,,10000000000000000,0100,LE1,82,0517,04736,18347,AU,,,AT,04736&&18347,
"POINT (-46.5587980015238 -23.5352467022687)",D071501106,01657,,589,,2015/07/27 00:00:00,1930,4,D,,52,6169,,,00000000000100000,0100,LE1,82,0517,01657,,CM,,,AT,589 01657,
"POINT (-46.555248721322 -23.5301092451105)",D071501107,02775,04736,,,2015/07/29 00:00:00,0705,2,D,,52,6264,,,11000000000000000,0100,LE1,82,0517,02775,04736,MO,AU,,CT,04736&&02775,
"POINT (-46.5435632796137 -23.5903984201194)",D071501108,24338,,5100,,2015/07/22 00:00:00,1900,2,D,,56,1850,,,11000000000000000,0100,SE2,74,0518,24338,,MO,AU,,CO,5100 24338,
"POINT (-46.5894264404397 -23.5909510315895)",D071501109,13556,,300,,2015/07/01 00:00:00,2030,2,D,,56,3980,,,10100000000000000,0100,SE2,95,0518,13556,,AU,ON,,CL,300 13556,
"POINT (-46.5830750031689 -23.5895904523047)",D071501110,08955,,886,,2015/07/01 00:00:00,1912,2,D,,56,3996,,,11000000000000000,0100,SE2,95,0518,08955,,MO,AU,,CO,886 08955,
"POINT (-46.5785770766998 -23.5846873755565)",D071501112,24338,,1160,,2015/07/04 00:00:00,0430,2,D,,56,4017,,,11000000000000000,0100,SE2,95,0518,24338,,MO,AU,,CL,1160 24338,
"POINT (-46.5852123847529 -23.5926367332955)",D071501113,07497,,1000,,2015/07/04 00:00:00,0700,2,D,,56,4019,,,00010001000000000,0600,SE2,95,0518,07497,,OU,CA,,CO,1000 07497,
"POINT (-46.5860388937933 -23.5848856211282)",D071501114,09660,11881,,,2015/07/09 00:00:00,0330,2,D,,56,4140,,,10000000000100000,0200,SE2,95,0518,09660,11881,AU,CM,,CO,11881&&09660,
"POINT (-46.5800607146606 -23.5792307319374)",D071501115,15047,,526,,2015/07/17 00:00:00,0119,2,D,,56,4308,,,11000000000000000,0200,SE2,95,0519,15047,,MO,AU,,CL,526 15047,
"POINT (-46.5864464909279 -23.5815114888012)",D071501116,15275,,1152,,2015/07/17 00:00:00,1657,2,D,,56,4318,,,01010000000000000,0100,SE2,95,0519,15275,,MO,CA,,CO,1152 15275,
"POINT (-46.5785770766998 -23.5846873755565)",D071501117,24338,,1160,,2015/07/20 00:00:00,1300,2,D,,56,4386,,,11000000000000000,0100,SE2,95,0519,24338,,MO,AU,,CT,1160 24338,
"POINT (-46.55891378937 -23.5927946768277)",D071501118,18535,,43,,2015/07/26 00:00:00,1018,2,D,,56,4520,,,30000000000000000,0100,SE2,74,0519,18535,,AU,AU,AU,CO,43 18535,
"POINT (-46.5794828057844 -23.5931003983722)",D071501119,08955,,1402,,2015/07/26 00:00:00,1857,2,D,,56,4529,,,10001000000000000,0100,SE2,95,0519,08955,,BI,AU,,CO,1402 08955,
"POINT (-46.5752473601257 -23.5854713364264)",D071501120,10935,,930,,2015/07/26 00:00:00,2030,2,D,,56,4536,,,40000000000000000,0300,SE2,95,0520,10935,,AU,AU,AU,CO,930 10935,
"POINT (-46.5651193056053 -23.5831064990081)",D071501121,26006,,78,,2015/07/31 00:00:00,1930,2,D,,56,4633,,,11000000000000000,0100,SE2,74,0520,26006,,MO,AU,,CO,78 26006,
"POINT (-46.5824741647492 -23.5803012886069)",D071501122,15047,,300,,2015/07/02 00:00:00,1330,4,D,,56,4641,,,00000000000000010,0100,SE2,95,0520,15047,,SI,,,AT,300 15047,
"POINT (-46.5742993580708 -23.5785200040436)",D071501123,19708,,200,,2015/07/31 00:00:00,1800,2,D,,56,4738,,,01001000000000000,0100,SE2,95,0520,19708,,MO,BI,,CO,200 19708,
"POINT (-46.5857407934275 -23.5841236980916)",D071501124,24338,,761,,2015/07/16 00:00:00,1400,2,D,,56,4757,,,01000000000000000,0100,SE2,95,0520,24338,,MO,,,QM,761 24338,
"POINT (-46.5806006093163 -23.5508781115267)",D071501125,09499,,20,,2015/07/03 00:00:00,0810,4,D,,57,2233,C,,00000001000000000,0100,SE1,01,0521,09499,,OU,,,AT,20 09499,
"POINT (-46.582410665644 -23.5482551372266)",D071501126,00906,,1300,,2015/07/24 00:00:00,1040,4,D,,57,2451,,,01000000000000000,0100,SE1,08,0521,00906,,MO,,,AT,1300 00906,
"POINT (-46.5803121183762 -23.5680092040344)",D071501127,11005,16355,,,2015/07/03 00:00:00,2007,2,D,,57,4009,,,01100000000000000,0100,SE2,01,0521,11005,16355,ON,MO,,CO,16355&&11005,
"POINT (-46.5869436655442 -23.5600110162002)",D071501128,14213,07033,,,2015/07/17 00:00:00,2230,2,D,,57,5743,,,30000000000000000,0100,SE1,01,0521,07033,14213,AU,AU,AU,CT,07033&&14213,
"POINT (-46.5440744581764 -23.5723840012689)",D071501129,14196,,2252,,2015/07/03 00:00:00,1140,2,D,,58,1451,,,11000000000000000,0100,SE1,87,0522,14196,,AU,MO,,CO,2252 14196,
"POINT (-46.5350250532833 -23.5743407250377)",D071501130,14196,,3228,,2015/07/20 00:00:00,1014,4,D,,58,1552,,,10000000000000000,0100,SE1,87,0522,14196,,AU,,,AT,3228 14196,
"POINT (-46.5391050437888 -23.5709083066042)",D071501131,10503,,84,,2015/07/09 00:00:00,1000,2,D,,58,1568,,,10001000000000000,0100,SE1,87,0522,10503,,AU,BI,,CO,84 10503,
"POINT (-46.5439077591584 -23.5632123279647)",D071501132,16594,,1800,,2015/07/22 00:00:00,1430,4,D,,58,1570,,,10000000000000000,0100,SE1,87,0522,16594,,AU,,,AT,1800 16594,
"POINT (-46.540677951294 -23.5766404013149)",D071501133,08567,,144,,2015/07/23 00:00:00,1142,2,D,,58,1572,,,20000000000000000,0100,SE1,87,0522,08567,,AU,AU,,CO,144 08567,
"POINT (-46.5440665145513 -23.5681104611293)",D071501134,24792,,243,,2015/07/29 00:00:00,1230,2,D,,58,1627,,,10000000000100000,0100,SE1,87,0522,24792,,AU,CM,,CO,243 24792,
"POINT (-46.5410105438343 -23.5636758079155)",D071501135,09360,,355,,2015/07/30 00:00:00,1330,2,D,,58,1634,,,11000000000000000,0100,SE1,87,0522,09360,,AU,MO,,QM,355 09360,
"POINT (-46.540878729257 -23.5725882954401)",D071501136,16971,,262,,2015/07/17 00:00:00,1530,4,D,,58,2630,,,01000000000000000,0100,SE1,87,0522,16971,,MO,,,AT,262 16971,
"POINT (-46.5342603727791 -23.5735488902645)",D071501137,01782,00917,,,2015/07/04 00:00:00,1519,2,D,,58,3626,,,11000000000000000,0100,SE1,87,0522,00917,01782,AU,MO,,CL,00917&&01782,
"POINT (-46.5393015854213 -23.5654545149416)",D071501138,04168,,24,,2015/07/23 00:00:00,0113,2,D,,58,3938,,,10000000000000000,0600,SE1,87,0523,04168,,AU,,,CH,24 04168,
"POINT (-46.5529314053727 -23.5596251865323)",D071501141,05630,00141,,,2015/07/01 00:00:00,1920,2,D,,58,7220,,,11000000000000000,0100,SE1,87,0523,00141,05630,AU,MO,,CO,00141&&05630,
"POINT (-46.5882347742065 -23.5415215429233)",D071501142,19035,,305,,2015/07/13 00:00:00,1808,4,D,,81,1450,,,00000000000000010,0100,LE1,08,0524,19035,,SI,,,AT,305 19035,
"POINT (-46.6078598811896 -23.5393796577334)",D071501143,03653,,1040,,2015/07/27 00:00:00,2112,2,D,,81,4022,,,11000000000000000,0100,LE1,08,0524,03653,,MO,AU,,CT,1040 03653,
"POINT (-46.7029606847596 -23.6310126462947)",D071501148,01085,,1687,,2015/07/02 00:00:00,1240,2,D,,11,7993,,,11000000000000000,0100,SO2,72,0602,01085,,MO,AU,,CO,1687 01085,
"POINT (-46.7089892579004 -23.6542902568441)",D071501149,11063,,206,,2015/07/03 00:00:00,1800,4,D,,11,8048,,,00000001000000000,0100,SO2,72,0602,11063,,OU,,,AT,206 11063,
"POINT (-46.7070009033672 -23.663196025302)",D071501150,19844,,361,,2015/07/04 00:00:00,0640,2,D,,11,8058,,,00000001000000000,0100,SU3,16,0602,19844,,OU,,,QD,361 19844,
"POINT (-46.7223101274782 -23.6446996653768)",D071501151,10270,,2314,,2015/07/04 00:00:00,1958,2,D,,11,8085,,,11000000000000000,0100,SO2,72,0602,10270,,MO,AU,,CO,2314 10270,
"POINT (-46.7095295446963 -23.6317443215111)",D071501152,15620,,200,,2015/07/06 00:00:00,1410,2,D,,11,8174,,,11000000000000000,0100,SO2,72,0602,15620,,MO,AU,,CO,200 15620,
"POINT (-46.7063677494002 -23.6653296447269)",D071501153,05503,20474,,,2015/07/06 00:00:00,1630,2,D,,11,8184,,,11000000000000000,0100,SU3,16,0602,05503,20474,MO,AU,,CL,20474&&05503,
"POINT (-46.6919667308622 -23.6553236827785)",D071501154,19931,03109,,,2015/07/07 00:00:00,1636,2,D,,11,8222,,,00000001000000000,0100,SU2,16,0603,03109,19931,OU,,,QD,03109&&19931,
"POINT (-46.7044342583688 -23.659914347557)",D071501155,10121,,500,,2015/07/07 00:00:00,1855,2,D,,11,8235,,,01000000000100000,0100,SO2,72,0603,10121,,MO,CM,,CL,500 10121,
"POINT (-46.7106267364483 -23.6544652521824)",D071501156,11063,,400,,2015/07/05 00:00:00,1140,4,D,,11,8253,,,00000001000000000,0100,SO2,72,0603,11063,,OU,,,AT,400 11063,
"POINT (-46.7103927609633 -23.6315281081358)",D071501157,24615,,66,,2015/07/08 00:00:00,1020,2,D,,11,8254,,,02000000000000000,0100,SO2,72,0603,24615,,MO,MO,,CO,66 24615,
"POINT (-46.7135422309596 -23.6454318111252)",D071501158,10270,,1381,,2015/07/09 00:00:00,0530,4,D,,11,8294,,,01000000000000000,0100,SO2,72,0603,10270,,MO,,,AT,1381 10270,
"POINT (-46.6983448980729 -23.6585874295018)",D071501159,19931,14743,,,2015/07/09 00:00:00,0510,2,D,,11,8296,,,11000000000000000,0100,SU3,16,0603,14743,19931,MO,AU,,CL,14743&&19931,
"POINT (-46.695964247638 -23.6411197638395)",D071501160,35439,,606,,2015/07/10 00:00:00,1102,2,D,,11,8330,,,11000000000000000,0100,SO2,72,0603,35439,,MO,AU,,CO,606 35439,
"POINT (-46.6973101992009 -23.640227679817)",D071501161,00222,35439,,,2015/07/11 00:00:00,0533,2,D,,11,8365,,,10000000000000000,0500,SO2,72,0603,00222,35439,AU,,,CH,35439&&00222,
"POINT (-46.6980139739434 -23.6398332189793)",D071501162,00999,35439,,,2015/07/12 00:00:00,0909,2,D,,11,8387,,,00000002000000000,0100,SO2,72,0604,00999,35439,OU,OU,,CO,35439&&00999,
"POINT (-46.7171832734418 -23.6414401099564)",D071501163,09600,14053,,,2015/07/13 00:00:00,1140,2,D,,11,8420,,,01100000000000000,0100,SO2,72,0604,09600,14053,MO,ON,,CL,14053&&09600,
"POINT (-46.7000667724398 -23.6345837064462)",D071501164,11350,09103,,,2015/07/14 00:00:00,1000,2,D,,11,8469,,,11000000000000000,0100,SO2,72,0604,09103,11350,MO,AU,,CL,09103&&11350,
"POINT (-46.7425954180243 -23.5366754515791)",D071501165,06238,,2077,,2015/07/17 00:00:00,0740,2,D,,11,8613,,,11000000000000000,0100,PB,90,0604,13014,,MO,AU,,SI,2077 06238,
"POINT (-46.6925196070598 -23.6801863481263)",D071501166,06810,12808,,,2015/07/18 00:00:00,0850,2,D,,11,8664,,,11000000000000000,0100,SU3,16,0605,06810,63966,MO,AU,,CO,12808&&06810,
"POINT (-46.7117577090558 -23.6352403511384)",D071501167,10198,,1155,,2015/07/20 00:00:00,0815,2,D,,11,8729,,,11000000000000000,0100,SO2,72,0605,10198,,MO,AU,,CL,1155 10198,
"POINT (-46.717451908354 -23.6345124279004)",D071501168,00551,,185,,2015/07/20 00:00:00,1231,2,D,,11,8735,,,10001000000000000,0100,SO2,72,0605,00551,,BI,AU,,CO,185 00551,
"POINT (-46.7047743851538 -23.6556464741594)",D071501169,07176,03065,,,2015/07/21 00:00:00,0720,2,D,,11,8793,,,11000000000000000,0100,SO2,72,0605,03065,07176,MO,AU,,CO,03065&&07176,
"POINT (-46.6986500686441 -23.6333367442802)",D071501170,01085,,1198,,2015/07/23 00:00:00,1030,2,D,,11,8867,,,20000000000000000,0100,SO2,72,0605,01085,,AU,AU,,CO,1198 01085,
"POINT (-46.7204188959056 -23.6377476577895)",D071501171,09600,,1327,,2015/07/23 00:00:00,1732,2,D,,11,8888,,,01100000000000000,0100,SO2,72,0605,09600,,MO,ON,,CL,1327 09600,
"POINT (-46.7225597539262 -23.6475121512749)",D071501172,62860,03216,,,2015/07/24 00:00:00,1020,2,D,,11,8914,,,01000000000100000,0100,SO2,72,0605,03216,62860,MO,CM,,CF,03216&&62860,
"POINT (-46.7027897146263 -23.6446688709149)",D071501173,10270,,172,,2015/07/24 00:00:00,0720,2,D,,11,8984,,,10000000000000000,0200,SO2,72,0606,10270,,AU,,,CP,172 10270,
"POINT (-46.7117208681938 -23.6278237175781)",D071501174,11350,06238,,,2015/07/27 00:00:00,0540,2,D,,11,9008,,,11000000000000000,0200,PB,72,0606,06238,11350,MO,AU,,CO,06238&&11350,
"POINT (-46.7117239589423 -23.6400911708118)",D071501175,10198,,570,,2015/07/28 00:00:00,1800,2,D,,11,9087,,,11000000000000000,0100,SO2,72,0606,10198,,MO,AU,,CL,570 10198,
"POINT (-46.7227072601734 -23.6470467352953)",D071501176,03216,,250,,2015/07/28 00:00:00,1938,2,D,,11,9092,,,11000000000000000,0100,SO2,72,0606,03216,,MO,AU,,CF,250 03216,
"POINT (-46.7063197905364 -23.6588025057852)",D071501177,17905,,100,,2015/07/28 00:00:00,1640,2,D,,11,9093,,,11000000000000000,0100,SO2,72,0606,17905,,MO,AU,,CL,100 17905,
"POINT (-46.7210368682853 -23.6508752858026)",D071501178,03216,,700,,2015/07/17 00:00:00,1800,2,D,,11,9123,,,11000000000000000,0100,SO2,72,0606,03216,,MO,AU,,CO,700 03216,
"POINT (-46.7076874629436 -23.6463484827141)",D071501179,10270,,685,,2015/07/29 00:00:00,1436,2,D,,11,9125,,,11000000000000000,0100,SO2,72,0606,10270,,MO,AU,,CT,685 10270,
"POINT (-46.7148034472443 -23.6449338601934)",D071501181,10270,,1500,,2015/07/17 00:00:00,1710,2,D,,11,9307,,,01000000000000000,0100,SO2,72,0607,10270,,MO,,,QM,1500 10270,
"POINT (-46.6911448413015 -23.7804121527961)",D071501184,32541,,3080,,2015/07/02 00:00:00,1253,2,D,,25,1938,,,01010000000000000,0100,SU3,30,0608,32541,,CA,MO,,CL,3080 32541,
"POINT (-46.734164771702 -23.8019285574504)",D071501185,33015,,3900,,2015/07/03 00:00:00,0105,2,D,,25,1944,,,10000000000000000,0100,SU3,56,0608,33015,,AU,,,CH,3900 33015,
"POINT (-46.7355310079027 -23.8833984953351)",D071501186,36045,,7000,,2015/07/03 00:00:00,1015,2,D,,25,1945,B,,00000001000000000,0200,SU3,56,0608,36045,,OU,,,CH,7000 36045,
"POINT (-46.7097671573999 -23.7726026282011)",D071501187,32541,,900,,2015/07/13 00:00:00,0400,2,D,,25,2013,,,01000000000100000,0100,SU3,30,0608,32541,,MO,CM,,CF,900 32541,
"POINT (-46.7347522942979 -23.8241535413027)",D071501188,33015,,6651,,2015/07/15 00:00:00,0836,2,D,,25,2051,,,02000000000000000,0200,SU3,56,0608,33015,,MO,MO,,CO,6651 33015,
"POINT (-46.7330182919572 -23.8257636279317)",D071501189,33015,,6861,,2015/07/15 00:00:00,1300,4,D,,25,2054,,,00100000000000000,0100,SU3,56,0608,33015,,ON,,,AT,6861 33015,
"POINT (-46.7229394148051 -23.7756901270375)",D071501190,33015,41808,,,2015/07/16 00:00:00,0812,2,D,,25,2066,,,21000000000000000,0100,SU3,56,0608,33015,41808,AU,AU,MO,CO,41808&&33015,
"POINT (-46.716673573405 -23.7649635254809)",D071501191,15507,,8000,,2015/07/17 00:00:00,1430,2,D,,25,2086,,,30000000000000000,0100,SU3,23,0609,15507,,AU,AU,AU,CT,8000 15507,
"POINT (-46.716673573405 -23.7649635254809)",D071501192,15507,,8100,,2015/07/18 00:00:00,1530,4,D,,25,2129,,,00000000000000010,0100,SU3,23,0609,15507,,SI,,,AT,8100 15507,
"POINT (-46.692907452017 -23.778209407595)",D071501193,32541,,2629,,2015/07/24 00:00:00,0730,2,D,,25,2178,,,20000000000000000,0300,SU3,30,0609,32541,,AU,AU,,CL,2629 32541,
"POINT (-46.7311954189329 -23.8281357183192)",D071501195,33015,36031,,,2015/07/28 00:00:00,0830,2,D,,25,2203,,,11000000000100000,0100,SU3,56,0609,33015,36031,AU,MO,CM,CL,36031&&33015,
"POINT (-46.7092034616116 -23.8133461372688)",D071501196,42122,,600,,2015/07/31 00:00:00,1400,4,D,,25,2235,,,01000000000000000,0200,SU3,56,0609,42122,,MO,,,AT,600 42122,
"POINT (-46.7149089091009 -23.7697791392264)",D071501197,32541,,100,,2015/07/18 00:00:00,0100,2,D,,25,2348,,,11000000000000000,0100,SU3,56,0609,32541,,MO,AU,,CO,100 32541,
"POINT (-46.6493388043976 -23.6944448735068)",D071501198,15085,,25,,2015/07/04 00:00:00,2025,4,D,,75,6140,,,10000000000100000,0200,SU2,59,0610,15085,,AU,CM,,AT,25 15085,
"POINT (-46.7222251422282 -23.7751559484207)",D071501199,33015,,423,,2015/07/08 00:00:00,1755,2,D,,25,6247,,,11000000000000000,0100,SU3,56,0610,33015,,AU,MO,,CO,423 33015,
"POINT (-46.7574933160463 -23.8545110796688)",D071501200,38538,,200,,2015/07/08 00:00:00,2030,2,D,,25,6249,,,11000000000000000,0100,SU3,56,0610,38538,,AU,MO,,CL,200 38538,
"POINT (-46.7348702527958 -23.7962153756014)",D071501201,24939,,100,,2015/07/10 00:00:00,1720,2,D,,25,6307,,,11000000000000000,0100,SO4,56,0610,24939,,AU,MO,,CO,100 24939,
"POINT (-46.7364097391558 -23.8068414705458)",D071501202,33015,,4435,,2015/07/17 00:00:00,2210,2,D,,25,6565,,,11000000000000000,0100,SU3,56,0610,33015,,AU,MO,,CO,4435 33015,
"POINT (-46.7992218086391 -23.4677278394992)",D071501203,98963,,,PXES.ITAQUAQUEC,2015/07/18 00:00:00,0600,2,D,,25,6568,,,01000000000100000,0100,RV1,03,0610,98963,,CM,MO,,CT,100 98963,
"POINT (-46.6505612050553 -23.6688759889068)",D071501205,05606,,3650,,2015/07/06 00:00:00,1530,2,D,,43,2666,,,01000000000000000,0100,SU2,22,0611,05606,,MO,,,QM,3650 05606,
"POINT (-46.6541004428026 -23.6752756259033)",D071501206,17046,,1,,2015/07/13 00:00:00,1300,2,D,,43,2747,,,00100000000000000,0100,SU2,22,0611,17046,,ON,,,OU,1 17046,
"POINT (-46.6681792543115 -23.6685734924458)",D071501207,04734,,611,,2015/07/09 00:00:00,2045,2,D,,43,2775,,,11000000000000000,0200,SU2,22,0611,04734,,AU,MO,,CO,611 04734,
"POINT (-46.6771124105751 -23.6596730112325)",D071501208,11116,,218,,2015/07/20 00:00:00,0854,2,D,,43,2846,,,11000000000000000,0100,SU2,22,0611,11116,,AU,MO,,CO,218 11116,
"POINT (-46.6538810131195 -23.6812950908381)",D071501209,16540,,1088,,2015/07/20 00:00:00,1003,2,D,,43,2847,,,02000000000000000,0200,SU2,22,0611,16540,,MO,MO,,CO,1088 16540,
"POINT (-46.6640756277173 -23.6608631282761)",D071501210,05606,19064,,,2015/07/21 00:00:00,0645,2,D,,43,2862,,,01010000000000000,0100,SU2,22,0611,05606,19064,CA,MO,,CO,19064&&05606,
"POINT (-46.6431766406209 -23.6740484900477)",D071501211,15442,05606,,,2015/07/22 00:00:00,1554,2,D,,43,2907,,,11000000000000000,0100,SU2,22,0611,05606,15442,AU,MO,,CL,05606&&15442,
"POINT (-46.6435722557044 -23.6732023219063)",D071501212,05606,,4455,,2015/07/10 00:00:00,1620,2,D,,43,3015,,,01010000000000000,0100,SU2,22,0611,05606,,CA,MO,,CT,4455 05606,
"POINT (-46.6700255518103 -23.6535174408105)",D071501213,05606,,1,,2015/07/30 00:00:00,1710,2,D,,43,3078,,,01000000000100000,0100,SU2,22,0611,05606,,CM,MO,,CF,1 05606,
"POINT (-46.6423628073872 -23.6759338570192)",D071501214,05606,,4790,,2015/07/04 00:00:00,2200,4,D,,43,5367,,,00100000000000000,0100,SU2,22,0612,05606,,ON,,,AT,4790 05606,
"POINT (-46.6064915128685 -23.5388824934568)",D071501215,04736,,611,,2015/07/09 00:00:00,2045,2,D,,43,5475,,,11000000000000000,0100,LE1,08,0612,04736,,AU,MO,,CO,611 04736,
"POINT (-46.6409236818503 -23.6788066111916)",D071501216,05606,,5100,,2015/07/21 00:00:00,1815,2,D,,43,5854,,,00100000000000000,0100,SU2,22,0612,05606,,ON,,,OU,5100 05606,
"POINT (-46.6590959030599 -23.665145596986)",D071501217,17866,,1,,2015/07/24 00:00:00,2038,2,D,,43,5868,,,11000000000000000,0100,SU2,22,0612,17866,,AU,MO,,CO,1 17866,
"POINT (-46.7921181971867 -23.6717929731229)",D071501219,17679,,698,,2015/07/04 00:00:00,1800,4,D,,47,6439,,,10000000000000000,0100,OE3,19,0613,17679,,AU,,,AT,698 17679,
"POINT (-46.7808483420971 -23.6766335725141)",D071501220,04975,,153,,2015/07/05 00:00:00,2101,4,D,,47,6469,,,01000000000000000,0100,SO3,19,0613,04975,,MO,,,AT,153 04975,
"POINT (-46.7807535550649 -23.6785588010402)",D071501221,04975,,60,,2015/07/05 00:00:00,1815,2,D,,47,6483,,,11000000000000000,0100,SO3,19,0613,04975,,AU,MO,,CO,60 04975,
"POINT (-46.77667711155 -23.6712735847616)",D071501222,72581,,820,,2015/07/03 00:00:00,0530,4,D,,47,6530,,,01000000000000000,0100,SO3,19,0613,72581,,MO,,,AT,820 72581,
"POINT (-46.7807535550649 -23.6785588010402)",D071501224,04975,,60,,2015/07/08 00:00:00,1307,2,D,,47,6559,,,11000000000000000,0100,SO3,19,0613,04975,,AU,MO,,CO,60 04975,
"POINT (-46.7713797386845 -23.6631071687125)",D071501225,99479,,110,,2015/07/09 00:00:00,1113,2,D,,47,6585,,,01010000000000000,0100,SO3,19,0613,99479,,MO,CA,,CT,110 99479,
"POINT (-46.7730448854944 -23.6675090817264)",D071501226,17772,,140,,2015/07/10 00:00:00,1620,2,D,,47,6629,,,11000000000000000,0100,SO3,19,0613,17772,,AU,MO,,CO,140 17772,
"POINT (-46.7735259694251 -23.6734091089885)",D071501228,17772,,774,,2015/07/11 00:00:00,2045,2,D,,47,6750,,,00100000000000000,0100,SO3,19,0613,17772,,ON,,,QD,774 17772,
"POINT (-46.7765918035663 -23.6715117739733)",D071501229,72581,,1024,,2015/07/09 00:00:00,1200,2,D,,47,6765,,,10100000000000000,0100,SO3,19,0614,72581,,AU,ON,,OU,1024 72581,
"POINT (-46.7877491191656 -23.6437248972008)",D071501230,21694,,473,,2015/07/14 00:00:00,1933,2,D,,47,6771,,,11000000000000000,0200,OE3,17,0614,21694,,AU,MO,,CO,473 21694,
"POINT (-46.7731993290788 -23.6695826177118)",D071501232,17772,,298,,2015/07/15 00:00:00,0614,2,D,,47,6784,,,11000000000000000,0100,SO3,19,0614,17772,,AU,MO,,CT,298 17772,
"POINT (-46.7746144555487 -23.6860175675287)",D071501233,62360,,500,,2015/07/16 00:00:00,1100,2,D,,47,6832,,,11000000000000000,0100,SO3,42,0614,62360,,AU,MO,,CO,500 62360,
"POINT (-46.7728268109327 -23.6674985747014)",D071501235,17772,,127,,2015/07/18 00:00:00,0947,2,D,,47,6899,,,01000001000000000,0200,SO3,19,0614,17772,,OU,MO,,CO,127 17772,
