WKT,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Cadlog
"POINT (-46.680779 -23.485334)",D091201177,03771,21124,,,2012/09/13,1923,4,D,,28,10768,,,01000000000000000,0200,FL,50,0423,03771,21124,EQR9513,MO,,,,,AT,,,,
"POINT (-46.69821 -23.489921)",D091201178,36284,,305,,2012/09/15,1909,2,D,,28,10836,,,11000000000000000,0100,FL,04,0423,36284,,,AU,KXE1439,MO,,,CO,,,,
"POINT (-46.681103 -23.483116)",D091201179,71784,,542,,2012/09/18,2120,4,D,,28,10970,,,00000000000000010,0100,FL,04,0423,71784,,,SI,,,,,AT,,,,
"POINT (-46.703801 -23.477346)",D091201180,06361,,1964,,2012/09/19,1730,2,D,,28,11013,,,20000000000000000,0200,FL,29,0423,06361,,CBC6980,AU,EFU8552,AU,,,CF,,,,
"POINT (-46.67612 -23.482326)",D091201181,03771,,3066,,2012/09/22,2240,2,D,,28,11119,,,11000000000000000,0300,FL,50,0423,03771,,LQE0727,AU,DYV8774,MO,,,CL,,,,
"POINT (-46.676446 -23.480211)",D091201182,02833,,283,,2012/09/23,2153,2,D,,28,11146,,,11000000000000000,0100,FL,29,0423,02833,,DWL7258,AU,,MO,,,CO,,,,
"POINT (-46.68512 -23.497473)",D091201183,03771,,915,,2012/09/24,2152,2,D,,28,11189,,,11000000000000000,0100,FL,50,0423,03771,,DIS2804,AU,BFT8768,MO,,,CT,,,,
"POINT (-46.693737 -23.509536)",D091201184,13417,,2652,,2012/09/25,2252,4,D,,28,11235,,,00000000000100000,0100,FL,06,0423,13417,,ERI0852,CM,,,,,AT,,,,
"POINT (-46.64463 -23.469302)",D091201186,15426,,2764,,2012/09/03,0800,4,D,,38,4241,,,00100000000000000,0100,SP,08,0424,15426,,EBU9938,ON,,,,,AT,,,,
"POINT (-46.659109 -23.469868)",D091201187,15426,,1218,,2012/09/05,1305,2,D,,38,4293,,,01000000100000000,0100,SP,08,0424,15426,,DOP1738,MO,ELR6629,MC,,,CO,,,,
"POINT (-46.646369 -23.480277)",D091201188,44645,,1001,,2012/09/06,1230,2,D,,38,4318,,,10000000000100000,0100,SP,08,0424,44645,,BNN1376,AU,CVU7875,CM,,,CO,,,,
"POINT (-46.637248 -23.473655)",D091201189,11284,20087,,,2012/09/06,1615,2,D,,38,4322,,,10000000000100000,0200,SP,51,0424,11284,20087,CJJ7218,AU,DUJ2566,CM,,,CO,,,,
"POINT (-46.649536 -23.470641)",D091201190,15426,,2262,,2012/09/11,1830,4,D,,38,4390,,,00100000000000000,0100,SP,08,0424,15426,,,ON,,,,,AT,,,,
"POINT (-46.657214 -23.480205)",D091201191,09078,,3225,,2012/09/12,0820,2,D,,38,4400,,,11000000000000000,0100,SP,71,0424,09078,,DPZ8092,MO,JOS9830,AU,,,CO,,,,
"POINT (-46.647052 -23.481634)",D091201192,44645,,770,,2012/09/12,1830,4,D,,38,4412,,,01000000000000000,0100,SP,08,0424,44645,,EJQ3798,MO,,,,,AT,,,,
"POINT (-46.653805 -23.483504)",D091201193,09078,,2700,,2012/09/08,0725,2,D,,38,4475,,,01000000000000000,0100,SP,71,0424,09078,,DVV9682,MO,,,,,QM,,,,
"POINT (-46.662062 -23.469206)",D091201194,15426,,913,,2012/09/17,0650,2,D,,38,4484,,,11000000000000000,0100,SP,08,0424,15426,,EKI9582,MO,EMG5637,AU,,,CO,,,,
"POINT (-46.652696 -23.487415)",D091201195,09078,44645,,,2012/09/11,1840,4,D,,38,4505,,,10000000000000000,0100,SP,21,0424,09078,14899,EQC4166,AU,,,,,AT,,,,
"POINT (-46.630521 -23.469088)",D091201196,09170,,1218,,2012/09/19,1030,2,D,,38,4541,,,11000000000000000,0100,SP,51,0424,09170,,DZR2330,MO,AVC6773,AU,,,CO,,,,
"POINT (-46.664637 -23.475392)",D091201197,09078,,4308,,2012/09/19,1820,2,D,,38,4556,,,11000000000000000,0100,SP,71,0425,09078,,EIE7926,MO,DIP1397,AU,,,CO,,,,
"POINT (-46.648626 -23.469921)",D091201198,15426,,2387,,2012/09/21,0730,2,D,,38,4573,,,01000000000000000,0200,SP,08,0425,15426,,FAV2519,MO,,,,,QM,,,,
"POINT (-46.630016 -23.471335)",D091201199,09170,,945,,2012/09/25,1630,4,D,,38,4660,,,00010000000000000,0100,SP,51,0425,09170,,JNZ5644,CA,,,,,AT,,,,
"POINT (-46.651347 -23.471133)",D091201200,15426,,2063,,2012/09/26,1440,2,D,,38,4670,,,11000000000000000,0100,SP,08,0425,15426,,DOB9681,MO,EXS1246,AU,,,CO,,,,
"POINT (-46.667501 -23.468255)",D091201201,00277,,50,,2012/09/27,1000,4,D,,38,4682,,,00010000000000000,0100,SP,13,0425,00277,,BTU9576,CA,,,,,AT,,,,
"POINT (-46.657001 -23.469615)",D091201202,15426,,1408,,2012/09/29,0435,2,D,,38,4833,,,20000000000000000,0100,SP,08,0425,15426,,EMS4414,AU,CEF5957,AU,,,CO,,,,
"POINT (-46.649031 -23.460943)",D091201203,16170,,692,,2012/09/01,1830,2,D,,38,7821,,,20000000000000000,0100,SP,08,0425,16170,,EDQ8784,AU,CHC8784,AU,,,CO,,,,
"POINT (-46.648604 -23.459181)",D091201204,16170,,895,,2012/09/01,2322,4,D,,38,7828,,,01000000000000000,0100,SP,08,0425,16170,,EJP1559,MO,,,,,AT,,,,
"POINT (-46.665448 -23.470084)",D091201205,15426,,493,,2012/09/07,0050,4,D,,38,7977,,,01000000000000000,0100,SP,08,0425,15426,,DGM6789,MO,,,,,AT,,,,
"POINT (-46.645733 -23.476369)",D091201206,07639,,1,,2012/09/08,2356,2,D,,38,8032,,,01000001000000000,0100,SP,51,0425,07639,,CKS5467,MO,DTB1911,OU,,,CO,,,,
"POINT (-46.647536 -23.482173)",D091201207,14242,44645,,,2012/09/11,2340,2,D,,38,8127,,,11000000000000000,0100,SP,51,0425,14242,44645,DZP7960,MO,LYC0597,AU,,,CO,,,,
"POINT (-46.661231 -23.471388)",D091201208,15599,,500,,2012/09/11,1940,2,D,,38,8128,,,01000000000000010,0100,SP,13,0425,15599,,,MO,,SI,,,CO,,,,
"POINT (-46.637519 -23.473277)",D091201209,20087,,835,,2012/09/12,2333,2,D,,38,8164,,,11000000000000000,0200,SP,08,0426,20087,,EIE0480,MO,CPC1668,AU,,,CO,,,,
"POINT (-46.65557 -23.480085)",D091201210,10452,,93,,2012/09/14,2025,2,D,,38,8206,,,11000000000000000,0200,SP,13,0426,10452,,ESE1500,MO,DUA2054,AU,,,CO,,,,
"POINT (-46.653266 -23.484374)",D091201211,09078,,2576,,2012/09/16,2141,2,D,,38,8265,,,01000000000000010,0100,SP,71,0426,09078,,,SI,DYX7548,MO,,,CO,,,,
"POINT (-46.656233 -23.469546)",D091201212,15426,,1517,,2012/09/21,1951,4,D,,38,8402,,,00000001000000000,0100,SP,08,0426,15426,,ELQ5931,OU,,,,,AT,,,,
"POINT (-46.647629 -23.474993)",D091201213,67725,,138,,2012/09/30,0105,4,D,,38,8624,,,01000000000000000,0100,SP,08,0426,67725,,,MO,,,,,AT,,,,
"POINT (-46.653746 -23.461345)",D091201214,05044,,24,,2012/09/30,1924,2,D,,38,8648,,,20000000000000000,0100,SP,13,0426,05044,,CRI0890,AU,EBE3751,AU,,,CO,,,,
"POINT (-46.662993 -23.462023)",D091201215,63973,,20,,2012/09/06,0730,2,D,,38,8701,,,01000000000000000,0100,SP,23,0426,63973,,EJR6937,MO,,,,,QM,,,,
"POINT (-46.650966 -23.482053)",D091201216,27965,,11,,2012/09/01,1900,4,D,,38,10556,,,01000000000000000,0100,SP,08,0426,27965,,,MO,,,,,AT,,,,
"POINT (-46.651622 -23.471288)",D091201217,15426,14242,,,2012/09/16,0835,4,D,,38,10851,,,00000001000000000,0100,SP,51,0426,14242,15426,DTB1883,OU,,,,,AT,,,,
"POINT (-46.597295 -23.46874)",D091201218,13767,,1640,,2012/09/05,0620,2,D,,39,4096,,,00000001000000000,0100,MC,84,0427,13767,,,OU,,,,,QF,,,,
"POINT (-46.604064 -23.485512)",D091201219,03501,02455,,,2012/09/10,1900,2,D,,39,4154,,,11000000000000000,0100,MC,84,0427,02455,03501,DJJ0281,MO,DPP7601,AU,,,CO,,,,
"POINT (-46.602806 -23.475372)",D091201220,13767,,719,,2012/09/11,0915,4,D,,39,4161,C,,01000000000000000,0200,MC,84,0427,13767,,NKW9766,MO,,,,,AT,,,,
"POINT (-46.589679 -23.474163)",D091201221,08320,,1600,,2012/09/06,2100,4,D,,39,4181,B,,01000000000000000,0100,MC,38,0427,08320,,EQP6927,MO,,,,,AT,,,,
"POINT (-46.59554 -23.49848)",D091201222,05204,,2000,,2012/09/12,0730,2,D,,39,4194,,,11000000000000000,0100,MC,88,0427,05204,,DOA0137,MO,,AU,,,CO,,,,
"POINT (-46.584623 -23.483804)",D091201223,08538,17339,,,2012/09/13,1100,2,D,,39,4203,,,11000000000000000,0100,MC,94,0427,08538,17339,DJJ0489,MO,BNA4523,AU,,,CO,,,,
"POINT (-46.6047 -23.485804)",D091201224,02455,16489,,,2012/09/14,0708,2,D,,39,4221,,,10001000000000000,0100,MC,84,0427,02455,16489,,BI,FAI1856,AU,,,CO,,,,
"POINT (-46.580627 -23.473825)",D091201225,14596,,52,,2012/09/15,1636,2,D,,39,4246,,,11000000000000000,0100,MC,38,0427,14596,,DUX8775,MO,DAZ5544,AU,,,CO,,,,
"POINT (-46.584944 -23.488818)",D091201226,02458,,1000,,2012/09/15,0900,2,D,,39,4268,,,10000000000100000,0100,MC,94,0427,02458,,DUG8175,AU,EUS3644,CM,,,CO,,,,
"POINT (-46.606037 -23.477728)",D091201227,13767,,253,,2012/09/19,1050,4,D,,39,4301,,,00000001000000000,0100,MC,84,0427,13767,,DJB5523,OU,,,,,AT,,,,
"POINT (-46.576768 -23.474128)",D091201228,11321,,3723,,2012/09/21,1100,2,D,,39,4350,,,00011000000000000,0100,MC,94,0427,11321,,,BI,AQK7355,CA,,,CO,,,,
"POINT (-46.586375 -23.471177)",D091201229,17387,08320,,,2012/09/03,0710,2,D,,39,4371,,,11000000000000000,0100,MC,38,0427,08320,17387,DYV5462,MO,DWK3182,AU,,,CO,,,,
"POINT (-46.593917 -23.49694)",D091201230,06163,05524,,,2012/09/26,0700,2,D,,39,4430,,,11000000000000000,0100,MC,94,0428,05524,06163,DCP9280,MO,DWS8182,AU,,,CO,,,,
"POINT (-46.590353 -23.482273)",D091201231,08538,00056,,,2012/09/01,1730,2,D,,39,9155,,,11000000000000000,0100,MC,94,0428,00056,08538,DNN4152,MO,DZJ5182,AU,,,CO,,,,
"POINT (-46.583537 -23.484919)",D091201232,08538,,1690,,2012/09/09,2305,2,D,,39,9443,,,11000000000000000,0100,MC,94,0428,08538,,DHJ0503,MO,EZF1283,AU,,,CO,,,,
"POINT (-46.595081 -23.467947)",D091201233,21310,16139,,,2012/09/10,2250,2,D,,,9509,,,11000000000000000,0100,,,0428,16139,21310,DYW7621,MO,EXX4324,AU,,,CO,,,,
"POINT (-46.60253 -23.463388)",D091201234,12716,,1100,,2012/09/11,2340,4,D,,39,9522,,,00000000000000010,0100,MC,83,0428,12716,,,SI,,,,,AT,,,,
"POINT (-46.592825 -23.486498)",D091201235,11321,,1517,,2012/09/15,1825,2,D,,39,9660,,,11000000000000000,0100,MC,94,0428,11321,,EHF7495,MO,CZK4668,AU,,,CO,,,,
"POINT (-46.579101 -23.484802)",D091201236,09978,04118,,,2012/09/16,1445,4,D,,39,9693,,,10000000000000000,0100,MC,94,0428,04118,09978,DAV5642,AU,,,,,AT,,,,
"POINT (-46.592708 -23.475047)",D091201237,08320,,1295,,2012/09/17,2210,2,D,,39,9744,B,,00001001000000000,0100,MC,38,0428,08320,,,BI,ELQ5416,OU,,,CO,,,,
"POINT (-46.587737 -23.472311)",D091201238,08320,,1900,,2012/09/20,2100,2,D,,39,9865,,,01001000000000000,0200,MC,38,0428,08320,,EED9515,MO,,BI,,,CO,,,,
"POINT (-46.59797 -23.472826)",D091201239,21310,,1190,,2012/09/21,1643,2,D,,39,9894,C,,11000000000000000,0100,MC,00,0428,21310,,EXB8186,MO,CXI2004,AU,,,CF,,,,
"POINT (-46.609995 -23.479483)",D091201240,06001,,218,,2012/09/21,2343,2,D,,39,9902,B,,10000001000000000,0100,MC,84,0428,06001,,CZZ9122,OU,CIO4273,AU,,,CT,,,,
"POINT (-46.575189 -23.480897)",D091201241,06185,04348,,,2012/09/27,1942,2,D,,39,10088,B,,10000000100000000,0100,MC,94,0428,04348,06185,ELB4217,AU,ELQ8548,MC,,,CO,,,,
"POINT (-46.592078 -23.485555)",D091201242,11321,05705,,,2012/09/30,0213,2,D,,39,10153,,,20000000000000000,0500,MC,94,0429,05705,11321,FFP1899,AU,EKL9287,AU,,,CO,,,,
"POINT (-46.598437 -23.465168)",D091201243,12716,,608,,2012/09/29,0730,2,D,,39,4829,B,,00000000000100000,0100,MC,83,0429,12716,,DHO3983,CM,,,,,CH,,,,
"POINT (-46.669511 -23.506107)",D091201244,03813,,835,,2012/09/05,0745,2,D,,40,2997,,,20000000000000000,0100,SP,21,0430,03813,,EQD3999,AU,DMU3340,AU,,,CO,,,,
"POINT (-46.668646 -23.49202)",D091201245,05738,,663,,2012/09/06,1456,2,D,,40,3017,,,11000000000000000,0100,SP,50,0430,05738,,EXF4220,MO,,AU,,,CO,,,,
"POINT (-46.672749 -23.504891)",D091201246,04715,,974,,2012/09/13,1050,4,D,,40,3096,,,01000000000000000,0100,SP,50,0430,04715,,LKV6354,MO,,,,,AT,,,,
"POINT (-46.673757 -23.508027)",D091201247,04715,,613,,2012/09/18,1140,2,D,,40,3141,,,20000000000000000,0100,SP,50,0430,04715,,DRE6670,AU,EIH7948,AU,,,CT,,,,
"POINT (-46.677748 -23.494597)",D091201248,06450,,1200,,2012/09/19,0705,2,D,,40,3149,,,01000000100000000,0100,SP,50,0430,06450,,DZB3080,MC,EIE7822,MO,,,CO,,,,
"POINT (-46.676992 -23.509182)",D091201249,70424,,140,,2012/09/19,1525,4,D,,40,3155,,,00000000000100000,0100,FL,44,0430,70424,,EBG9318,CM,,,,,AT,,,,
"POINT (-46.674811 -23.513126)",D091201250,15188,,2000,,2012/09/21,1515,2,D,,40,3195,,,10010000000000000,0200,TT,23,0430,29772,,BMG4518,CA,DLR9485,AU,,,CO,,,,
"POINT (-46.676372 -23.491667)",D091201251,06450,,1700,,2012/09/26,1241,2,D,,40,3240,,,11000000000000000,0100,SP,50,0430,06450,,DYZ9502,MO,DRB9557,AU,,,CO,,,,
"POINT (-46.667789 -23.491858)",D091201252,05738,,571,,2012/09/26,1929,4,D,,40,3251,,,00000000000100000,0100,SP,50,0430,05738,,CCA1145,CM,,,,,AT,,,,
"POINT (-46.671289 -23.477311)",D091201253,06450,,3421,,2012/09/27,0852,2,D,,40,3255,,,11000000000000000,0100,SP,50,0430,06450,,DZR3404,MO,FAA1034,AU,,,CL,,,,
"POINT (-46.670746 -23.508921)",D091201254,03813,,345,,2012/09/01,0600,2,D,,40,4360,,,01000000000000000,0100,SP,21,0430,03813,,DDH8176,MO,,,,,QM,,,,
"POINT (-46.674985 -23.485592)",D091201255,06450,,2429,,2012/09/01,0520,2,D,,40,4354,,,10000000000000000,0300,SP,50,0431,06450,,BOB9480,AU,,,,,CH,,,,
"POINT (-46.678075 -23.50565)",D091201256,21544,,233,,2012/09/08,0815,2,D,,40,4479,,,01100000000000000,0100,FL,44,0431,21544,,EXG1385,MO,DTC6049,ON,,,CL,,,,
"POINT (-46.669068 -23.481675)",D091201257,20688,,690,,2012/09/27,1310,2,D,,40,4807,,,11000000000000000,0100,SP,44,0431,20688,,AUT9357,AU,LPU5741,MO,,,CO,,,,
"POINT (-46.647607 -23.487699)",D091201258,03813,,4157,,2012/09/02,0326,2,D,,40,10199,,,10000000000000000,0100,SP,21,0431,03813,,DYA1116,AU,,,,,CH,,,,
"POINT (-46.684805 -23.503988)",D091201259,14736,,1225,,2012/09/02,0500,2,D,,40,10206,,,20000000000000000,0200,FL,50,0431,14736,,,AU,DJA1454,AU,,,CO,,,,
"POINT EMPTY",D091201260,99377,,54,,2012/09/07,2120,4,D,,40,10489,,,01000000000000000,0100,SP,40,0431,99377,,,MO,,,,,AT,,,,
"POINT (-46.668356 -23.504549)",D091201261,03813,,1041,,2012/09/09,0443,2,D,,40,10520,,,11000000000000000,0200,SP,21,0431,03813,,BRO8493,AU,,MO,,,CO,,,,
"POINT (-46.676639 -23.503643)",D091201262,14736,,400,,2012/09/14,1830,2,D,,40,10808,,,11000000000000000,0100,FL,50,0431,14736,,CWR9461,MO,HIX3937,AU,,,CT,,,,
"POINT (-46.509355 -23.526569)",D091201263,12576,,70,,2012/09/14,2222,4,D,,40,10812,,,01000000000000000,0100,PE,03,0431,12576,,DOI6452,MO,,,,,AT,,,,
"POINT (-46.684203 -23.503958)",D091201264,14736,06664,,,2012/09/19,2223,2,D,,40,11019,,,10000000100100000,0100,FL,50,0432,06664,14736,DTD6531,MC,CHA9159,AU,JHO5440,CM,CF,,,,
"POINT (-46.66723 -23.510961)",D091201265,17691,37399,,,2012/09/21,0924,2,D,,40,11063,,,01000000000000000,0100,SP,21,0432,17691,37399,DZT1230,MO,,,,,QM,,,,
"POINT (-46.684668 -23.507442)",D091201266,06740,,324,,2012/09/23,0030,2,D,,40,11120,,,01000000000000000,0100,FL,50,0432,06740,,CTW9789,MO,,,,,QM,,,,
"POINT (-46.688695 -23.506705)",D091201267,29026,,200,,2012/09/23,0530,2,D,,40,11128,,,30000000000000000,0400,TT,,0432,29026,,KCO0030,AU,DJG5839,AU,ELW9194,AU,CO,,,,
"POINT (-46.675571 -23.498345)",D091201268,06450,,724,,2012/09/25,2050,4,D,,40,11231,,,10000000000000000,0100,SP,50,0432,06450,,DUR0347,AU,,,,,AT,,,,
"POINT (-46.68423 -23.501504)",D091201269,01803,,300,,2012/09/29,0310,2,D,,40,11338,,,11000000000000000,0100,FL,50,0432,01803,,DRY7389,MO,DNS0258,AU,,,CO,,,,
"POINT (-46.679119 -23.470078)",D091201270,15791,,446,,2012/09/06,1321,2,D,,45,2094,,,00000000100000000,0200,FL,40,0433,15791,,EFW4960,MC,,,,,CO,,,,
"POINT (-46.695125 -23.479374)",D091201271,11018,,411,,2012/09/06,1750,4,D,,45,2095,,,10000000000000000,0100,FL,29,0433,11018,,EEM8777,AU,,,,,AT,,,,
"POINT (-46.691104 -23.472755)",D091201272,15485,,1417,,2012/09/17,0840,4,D,,45,2166,,,00000000000100000,0100,FL,04,0433,15485,,EUZ8256,CM,,,,,AT,,,,
"POINT (-46.685732 -23.478925)",D091201273,34562,,1700,,2012/09/01,0500,4,D,,45,2241,,,01000000000000000,0100,FL,04,0433,34562,,,MO,,,,,AT,,,,
"POINT (-46.690684 -23.465001)",D091201274,06901,15454,,,2012/09/29,1730,4,D,,45,2277,,,01000000000000000,0100,FL,11,0433,06901,15454,,MO,,,,,AT,,,,
"POINT (-46.683276 -23.472507)",D091201275,34562,31005,,,2012/09/01,0920,2,D,,45,4358,B,,11000000000000000,0100,,,0433,31005,34562,EXF3853,MO,BOR5157,AU,,,CL,,,,
"POINT (-46.693954 -23.465382)",D091201276,08409,,1090,,2012/09/15,1550,4,D,,45,4601,,,00000001000000000,0100,FL,11,0433,08409,,DTD5866,OU,,,,,AT,,,,
"POINT (-46.69449 -23.469227)",D091201277,11665,,,NC,2012/09/08,1700,2,D,,45,8019,,,01000000000000000,0200,,11,0433,11665,,DAF8851,MO,,,,,QM,,,,
"POINT (-46.69015 -23.466653)",D091201278,06901,,378,,2012/09/21,0017,4,D,,45,8378,,,00000000000000010,0100,FL,11,0433,06901,,,SI,,,,,AT,,,,
"POINT (-46.686286 -23.478247)",D091201279,16043,70537,,,2012/09/22,1000,2,D,,45,8414,,,20000000000000000,0100,FL,11,0433,16043,70537,CQV5190,AU,,AU,,,CO,,,,
"POINT (-46.706153 -23.470369)",D091201280,67179,,,NC,2012/09/22,2319,2,D,,45,8423,,,01000000000000000,0100,,40,0433,67179,,,MO,,,,,QM,,,,
"POINT (-46.691485 -23.484497)",D091201281,15485,,,FTMERCADO EXTRA,2012/09/23,1500,2,D,,45,8442,,,00000000100000000,0100,,04,0434,15485,,,MC,,,,,QD,,,,
"POINT (-46.682595 -23.472075)",D091201282,09244,,444,,2012/09/29,0054,2,D,,45,8601,,,11000000000000000,0100,FL,29,0434,09244,,DNH5667,MO,GGG1288,AU,,,CO,,,,
"POINT (-46.690886 -23.477582)",D091201283,15485,,820,,2012/09/29,2010,2,D,,45,8623,C,,01100000000000000,0100,FL,04,0434,15485,,ECG0589,MO,DTA6098,ON,,,CL,,,,
"POINT (-46.70052 -23.468966)",D091201284,75822,,387,,2012/09/07,1550,2,D,,45,900473,,,03000000000000000,0300,FL,40,0434,75822,,DSV7692,MO,DSV7702,MO,FAV3120,MO,CL,,,,
"POINT (-46.691932 -23.471092)",D091201285,15485,,1600,,2012/09/08,1730,2,D,,45,900479,,,11000000000000000,0100,FL,04,0434,15485,,EQS1267,MO,DXQ9759,AU,,,CO,,,,
"POINT (-46.695383 -23.476881)",D091201286,61441,,111,,2012/09/06,2116,2,D,,45,8257,,,10000000000000000,0100,FL,00,0434,61441,,,AU,,,,,CH,,,,
"POINT (-46.701646 -23.470397)",D091201287,75822,,190,,2012/09/07,1109,2,D,,45,900469,,,10000000000000000,0100,FL,40,0434,75822,,HMJ3611,AU,,,,,CH,,,,
"POINT (-46.677232 -23.470195)",D091201288,72693,,875,,2012/09/01,2023,4,D,,72,7824,,,10000000000000000,0100,FL,40,0435,72693,,CRD6764,AU,,,,,AT,,,,
"POINT (-46.687522 -23.458826)",D091201289,41766,,1,,2012/09/03,0730,2,D,,72,7882,,,11000000000000000,0100,FL,40,0435,41766,,,AU,DRZ2267,MO,,,CO,,,,
"POINT (-46.677609 -23.459006)",D091201290,78699,,320,,2012/09/05,1840,4,D,,72,7939,,,00001000000000000,0200,FL,40,0435,78699,,,BI,,,,,AT,,,,
"POINT (-46.670165 -23.466902)",D091201291,03771,,5676,,2012/09/07,2230,2,D,,72,7995,,,00100000000000000,0100,FL,50,0435,03771,,DTA6691,ON,,,,,QD,,,,
"POINT (-46.693861 -23.455359)",D091201292,15425,,3400,,2012/09/07,2204,2,D,,72,7998,,,11000000000000000,0100,FL,41,0435,15425,,DLM2153,AU,DOI2647,MO,,,CO,,,,
"POINT (-46.679755 -23.44923)",D091201293,73210,,295,,2012/09/07,2215,2,D,,72,7999,,,01000000000000000,0100,FL,40,0435,73210,,,MO,,,,,SI,,,,
"POINT (-46.694708 -23.45513)",D091201294,15425,,3500,,2012/09/08,0340,2,D,,72,8000,,,02000000000000000,0200,FL,41,0435,15425,,BXP5693,MO,DLW3390,MO,,,CF,,,,
"POINT (-46.684641 -23.457184)",D091201295,41770,,55,,2012/09/08,1600,2,D,,72,8016,,,01000000000000000,0200,FL,40,0435,41770,,,MO,,,,,SI,,,,
"POINT (-46.677742 -23.471292)",D091201296,72693,,731,,2012/09/10,1340,2,D,,72,8078,,,11000000000000000,0200,FL,40,0435,72693,,EJR4080,MO,EQL1037,AU,,,CF,,,,
"POINT (-46.664631 -23.454305)",D091201297,13957,,1,,2012/09/12,1340,2,D,,72,8151,,,01000000000000000,0100,SP,40,0435,13957,,DZR2297,MO,,,,,QM,,,,
"POINT (-46.676284 -23.462668)",D091201298,66535,61020,,,2012/09/16,1423,2,D,,72,8252,,,11000000000000000,0100,FL,11,0435,61020,66535,DRX9876,MO,EQR3861,AU,,,CO,,,,
"POINT (-46.669975 -23.474193)",D091201299,15425,,,NC,2012/09/15,2115,2,D,,72,8331,,,00000001000000000,0100,,41,0436,15425,,,OU,,,,,QD,,,,
"POINT (-46.673071 -23.47229)",D091201300,15425,,378,,2012/09/22,2200,2,D,,72,8432,,,00001000000000010,0100,FL,41,0436,15425,,,SI,,BI,,,CO,,,,
"POINT (-46.685273 -23.457095)",D091201301,41769,,10,,2012/09/23,2032,2,D,,72,8453,,,20000000000000000,0100,FL,40,0436,41769,,,AU,BLM9251,AU,,,CF,,,,
"POINT (-46.667432 -23.463895)",D091201302,33642,,1,,2012/09/23,2200,2,D,,72,8457,,,01000000000000010,0100,SP,08,0436,33642,,,SI,,MO,,,SI,,,,
"POINT (-46.677782 -23.467716)",D091201303,15425,,1122,,2012/09/24,1002,2,D,,72,8471,C,,11000000000000000,0100,FL,41,0436,15425,,BEF1166,AU,EQR8151,MO,,,CT,,,,
"POINT (-46.693825 -23.45537)",D091201304,15425,,3352,,2012/09/25,0827,4,D,,72,8492,,,00010000000000000,0100,FL,41,0436,15425,,CFM4051,CA,,,,,AT,,,,
"POINT (-46.684161 -23.461593)",D091201305,15425,,2135,,2012/09/28,0715,2,D,,72,8561,,,11000000000000000,0100,FL,41,0436,15425,,CJT0487,AU,DKL5930,MO,,,CO,,,,
"POINT (-46.677589 -23.45055)",D091201306,16051,,3123,,2012/09/28,0835,2,D,,72,8566,,,01000000000000000,0100,FL,48,0436,16051,,EIE5060,MO,,,,,QM,,,,
"POINT (-46.698356 -23.45376)",D091201307,15425,,4061,,2012/09/30,1830,2,D,,72,8651,,,01000000000000000,0100,FL,41,0436,15425,,FAY5418,MO,,,,,CH,,,,
"POINT (-46.685269 -23.455996)",D091201308,41768,,85,,2012/09/30,2110,2,D,,72,900092,,,20000000000000000,0100,FL,40,0436,41768,,BFK2409,AU,EBU2419,AU,,,CT,,,,
"POINT (-46.569432 -23.465184)",D091201309,10059,,636,,2012/09/01,0530,2,D,,73,4357,,,20000000000000000,0300,MC,38,0437,10059,,DCD6858,AU,AOY1283,AU,,,CO,,,,
"POINT (-46.584608 -23.469555)",D091201310,08320,,2361,,2012/09/07,0300,2,D,,73,4450,B,,10000000000000000,0100,MC,38,0437,08320,,EFA0688,AU,,,,,CH,,,,
"POINT (-46.56775 -23.476063)",D091201311,17339,,2180,,2012/09/07,0840,4,D,,73,4453,,,10000000000000000,0100,MC,22,0437,17339,,CLR7427,AU,,,,,AT,,,,
"POINT (-46.570339 -23.474605)",D091201312,06224,07032,,,2012/09/07,1140,2,D,,73,4458,B,,11000000000000000,0100,MC,38,0437,06224,07032,DEP6369,MO,DJH4713,AU,,,CO,,,,
"POINT (-46.569636 -23.482404)",D091201313,00886,,270,,2012/09/30,1715,4,D,,73,4543,,,01000000000000000,0100,MC,94,0437,00886,,EKE3304,MO,,,,,AT,,,,
"POINT (-46.574788 -23.469162)",D091201314,11982,,40,,2012/09/14,0700,4,D,,73,4578,,,01000000000000000,0100,MC,38,0437,11982,,EXF8654,MO,,,,,AT,,,,
"POINT (-46.578791 -23.468815)",D091201315,12307,,656,,2012/09/29,0733,2,D,,73,4830,,,10000000000100000,0100,MC,38,0437,12307,,DPN2614,AU,BUV0789,CM,,,CT,,,,
"POINT (-46.590437 -23.456445)",D091201316,16305,,,NC,2012/09/01,1530,2,D,,73,9150,,,01000000000000000,0100,,83,0437,16305,,EXE0782,MO,,,,,QM,,,,
"POINT (-46.580578 -23.462953)",D091201317,06428,77330,,,2012/09/02,0005,2,D,,73,9161,,,11000000000000000,0200,MC,38,0437,19711,77330,BKX5042,MO,,AU,,,CO,,,,
"POINT (-46.568738 -23.471442)",D091201318,17728,,1640,,2012/09/02,1025,2,D,,73,9178,,,10001000000000000,0200,MC,22,0438,17728,,,BI,CRS4265,AU,,,CO,,,,
