WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_ACIDE
"POINT (-46.7319097372282 -23.4910061899436)",D041400853,16838,,5000,,2014/04/06,0040,2,,,01000000000000010,0100,NO1,64,0337,16838,,CO
"POINT (-46.7246610402771 -23.4253683083506)",D041400854,16838,,14000,,2014/04/22,1015,2,,,11000000000000000,0100,NO2,41,0337,16838,,CO
"POINT (-46.7117912606553 -23.4866282244381)",D041400855,00172,,100,,2014/04/30,0600,4,,,01000000000000000,0100,NO2,64,0337,00172,,AT
"POINT (-46.7275075659297 -23.4232103316339)",D041400856,16838,,14600,,2014/04/08,0630,2,,,11000000000000000,0100,NO2,41,0337,16838,,SI
"POINT (-46.7277869035484 -23.4866182899356)",D041400857,06980,26945,,,2014/04/29,0900,2,,,00000001000000000,0100,NO2,64,0337,06980,26945,QD
"POINT (-46.7319401574382 -23.4927271611053)",D041400858,16838,,3192,,2014/04/05,0440,2,,,00010000000000000,0100,NO1,64,0337,16838,,TB
"POINT (-46.7359544572177 -23.4726442535809)",D041400859,06980,09951,,,2014/04/12,0154,2,,,02000000000000000,0200,NO2,64,0338,06980,09951,CO
"POINT (-46.7282161202138 -23.4965750504347)",D041400860,16838,,3375,,2014/04/12,0950,4,,,10000000000000000,0100,NO1,64,0338,16838,,AT
"POINT (-46.7321172382238 -23.4920054970069)",D041400861,16838,,3301,,2014/04/22,0620,2,,,11000000000000000,0200,NO1,64,0338,16838,,CO
"POINT (-46.728579565338 -23.4846017521892)",D041400862,73499,,90,,2014/04/23,1840,2,,,02000000000000010,0100,NO2,64,0338,73499,,CO
"POINT (-46.715971227688 -23.485394789746)",D041400863,00161,,13,,2014/04/28,1040,2,,,10000001000000000,0100,NO1,64,0338,00161,,CL
"POINT (-46.7232022826283 -23.4286981199041)",D041400864,16838,,13000,,2014/04/19,0907,4,,,10000000000000000,0100,NO2,41,0338,16838,,AT
"POINT (-46.7201982923186 -23.4570349774818)",D041400865,16838,,9925,,2014/04/24,2130,2,,,01000000000000010,0100,NO2,41,0338,16838,,CO
"POINT (-46.6884355304606 -23.621807283824)",D041400866,14267,16877,,,2014/04/04,0810,2,,,11000000000000000,0100,SO2,34,0339,14267,16877,CL
"POINT (-46.4345118778391 -23.5109803309657)",D041400867,59582,,11,,2014/04/09,0840,2,,,01000000000000000,0100,LE3,76,0339,59582,,SI
"POINT (-46.735369642246 -23.6423523635201)",D041400868,99498,,200,,2014/04/17,1340,2,,,11000000000000000,0100,SO3,85,0339,99498,,CO
"POINT (-46.7476496559373 -23.6074545959756)",D041400869,18561,,173,,2014/04/02,0800,2,,,01000000000100000,0100,OE3,96,0339,18561,,CO
"POINT (-46.7437173967253 -23.6036434166703)",D041400870,04642,,90,,2014/04/02,1330,2,,,00001000000000000,0100,OE3,96,0339,04642,,QM
"POINT (-46.7313122123253 -23.6335104033763)",D041400871,61245,,790,,2014/04/05,1900,4,,,10000000000000000,0001,SO3,85,0010,61245,,AT
"POINT (-46.735624616754 -23.6117869951476)",D041400872,09710,,603,,2014/04/06,1530,2,,,11000000000000000,0100,OE3,96,0339,09710,,CO
"POINT (-46.7319429344184 -23.6435739584122)",D041400873,61669,,100,,2014/04/07,1823,2,,,11000000000000000,0100,SO3,45,0339,61669,,CO
"POINT (-46.7150696473698 -23.6139026892867)",D041400874,07180,,220,,2014/04/08,1000,2,,,11000000000000000,0100,SO3,55,0339,07180,,CO
"POINT (-46.7476744530827 -23.6071076595627)",D041400875,18561,,138,,2014/04/09,1000,2,,,11000000000000000,0100,OE3,96,0339,18561,,CO
"POINT (-46.7379599315195 -23.6334282825235)",D041400876,66212,,17,,2014/04/10,1000,2,,,11000000000000000,0100,OE3,85,0339,66212,,SI
"POINT (-46.7286403326075 -23.6312275557843)",D041400877,21125,,,NC,2014/04/10,1400,2,,,01000000000000010,0100,SO3,85,0339,21125,,CO
"POINT (-46.7361301906332 -23.6170463213678)",D041400878,08587,,338,,2014/04/12,0643,2,,,11000000000000000,0100,OE3,96,0340,08587,,CO
"POINT (-46.773665665794 -23.6672345147025)",D041400879,07500,,11250,,2014/04/12,0430,2,,,10010000000000000,0100,SO3,19,0340,07500,,CO
"POINT (-46.7370626319794 -23.6348538609535)",D041400880,66215,08000,,,2014/04/12,0640,2,,,11000000000000000,0100,SO3,85,0340,08000,66215,CO
"POINT (-46.6999279910479 -23.6182459529954)",D041400881,99980,,,NC,2014/04/11,1800,2,,,11000000000000000,0100,PB,34,0340,99980,,CT
"POINT (-46.7431927560977 -23.62931333404)",D041400882,61660,21957,,,2014/04/12,1300,2,,,11000000000000000,0100,OE3,85,0340,21957,61660,CO
"POINT (-46.7365794492793 -23.6423650041006)",D041400883,08000,,7083,,2014/04/16,1150,2,,,01000000000100000,0100,SO3,85,0340,08000,,CO
"POINT (-46.731349346442 -23.6150588857482)",D041400884,21762,,19,,2014/04/17,2330,4,,,01000000000000000,0100,SO3,85,0340,21762,,AT
"POINT (-46.7395529579538 -23.6022097752548)",D041400885,22156,,,NC,2014/04/19,0300,2,,,01000000000000000,0100,OE3,96,0340,22156,,QM
"POINT (-46.7369200540603 -23.6321671692528)",D041400886,08000,,5961,,2014/04/14,1830,4,,,00000000000100000,0100,SO3,85,0340,08000,,AT
"POINT (-46.7346930705867 -23.6115336464336)",D041400887,09710,,500,,2014/04/14,1830,2,,,11000000000000000,0100,OE3,96,0340,09710,,CO
"POINT (-46.7428353510375 -23.6097611460241)",D041400888,08483,,792,,2014/04/23,1755,2,,,11000000000000000,0100,OE3,96,0340,08483,,CO
"POINT (-46.7400069587541 -23.6151485165977)",D041400889,71457,,100,,2014/04/24,0827,2,,,11000000000000000,0100,OE3,96,0341,71457,,CT
"POINT (-46.7301938330151 -23.6133707150544)",D041400890,08000,00535,,,2014/04/25,1317,2,,,11000000000000000,0100,SO3,96,0341,08000,30384,CO
"POINT (-46.7338934593762 -23.6150061891261)",D041400891,08587,,,NC,2014/04/29,1825,4,,,01000000000000000,0100,OE3,96,0341,08587,,AT
"POINT (-46.7018816510105 -23.6180566688005)",D041400892,13014,,6,,2014/04/14,1500,2,,,11000000000010000,0100,PB,85,0342,13014,,CO
"POINT (-46.7255517216694 -23.5281114446089)",D041400893,15576,,787,,2014/04/01,1540,2,,,11000000000100000,0100,NO1,90,0342,15576,,CO
"POINT (-46.7260333514762 -23.5364194224387)",D041400894,11780,,1800,,2014/04/04,1108,2,,,11000000000000000,0100,NO1,90,0342,11780,,CL
"POINT (-46.6924235988256 -23.6837305818869)",D041400895,06238,,35894,,2014/04/04,1800,2,,,10010000000100000,0100,PB,16,0342,13014,,CO
"POINT (-46.7181221996734 -23.5195440200205)",D041400896,19085,,638,,2014/04/04,2100,4,,,01000000000000000,0200,NO1,48,0342,19085,,AT
"POINT (-46.7448459987765 -23.5203272811599)",D041400897,15330,,914,,2014/04/08,1045,2,,,10010000000000000,0100,NO1,90,0342,15330,,CO
"POINT (-46.7260609287638 -23.5325063139529)",D041400898,04427,03655,,,2014/04/08,1250,4,,,10000000000000000,0100,NO1,90,0342,03655,04427,AT
"POINT (-46.7347476106114 -23.5334402095891)",D041400899,07643,07836,,,2014/04/08,2111,2,,,01000001000000000,0100,NO1,90,0342,07643,07836,CO
"POINT (-46.7145849221302 -23.5108610422214)",D041400900,16838,,1100,,2014/04/18,0530,2,,,00000000000000010,0100,NO1,48,0342,16838,,SI
"POINT (-46.6924235988256 -23.6837305818869)",D041400901,06238,,36098,,2014/04/20,0030,2,,,20000000000000000,0200,PB,16,0343,13014,,CH
"POINT (-46.734911707128 -23.5266486278526)",D041400902,11780,13854,,,2014/04/20,2132,2,,,11000000000000000,0100,NO1,90,0343,11780,13854,CO
"POINT (-46.734911707128 -23.5266486278526)",D041400903,11780,13854,,,2014/04/21,1400,2,,,10000000000100000,0200,NO1,90,0343,11780,13854,CO
"POINT (-46.7296417333386 -23.5333187120437)",D041400904,02289,,51,,2014/04/22,1030,4,,,10000000000000000,0100,NO1,90,0343,02289,,AT
"POINT (-46.7460538008562 -23.5203770372843)",D041400905,12436,,10371,,2014/04/25,0540,2,,,11000000000000000,0100,TT,90,0343,29772,,CO
"POINT (-46.7372450321978 -23.530616115248)",D041400906,07836,,1200,,2014/04/26,1430,2,,,11000000000000000,0100,NO1,90,0343,07836,,CT
"POINT (-46.7291531558053 -23.5364972917304)",D041400907,02629,,200,,2014/04/28,0750,2,,,01000000010000000,0100,NO1,90,0343,02629,,CO
"POINT (-46.7413429758354 -23.5250771866971)",D041400908,07836,,1946,,2014/04/29,0920,2,,,00000000000200000,0100,NO1,90,0343,07836,,CL
"POINT (-46.7289904060942 -23.5180188762265)",D041400909,20600,,,NC,2014/04/29,1930,2,,,01000000000100000,0100,NO1,90,0343,20600,,CO
"POINT (-46.729819860523 -23.5388955662371)",D041400910,07836,,,NC,2014/04/29,2300,4,,,10000000000000000,0100,NO1,90,0343,07836,,AT
"POINT (-46.7680451579053 -23.3997038429799)",D041400911,35449,,37600,,2014/04/23,2142,2,,,10010000000000000,0100,RV1,62,0344,35449,,CL
"POINT (-46.746291972067 -23.5579335780968)",D041400912,09836,,100,,2014/04/09,2230,2,,,00001000000000010,0100,OE2,40,0345,09836,,CO
"POINT (-46.7503322677388 -23.5684267813264)",D041400913,15185,,1578,,2014/04/16,2030,2,,,11000000000000000,0100,OE2,68,0345,15185,,CO
"POINT (-46.7418172767995 -23.5688960185385)",D041400915,05309,,3097,,2014/04/01,0500,2,,,01010000000000000,0100,OE2,68,0345,05309,,CO
"POINT (-46.7390629248976 -23.5722191847592)",D041400916,05309,01132,,,2014/04/04,0605,2,,,01000000000000000,0100,OE2,68,0345,01132,05309,QM
"POINT (-46.7321030955789 -23.54895242674)",D041400917,13019,,3,,2014/04/09,0730,2,,,11000000000000000,0100,PB,12,0345,13019,,CO
"POINT (-46.7379257549888 -23.5488712091939)",D041400918,09836,,1485,,2014/04/08,1210,2,,,00100000000000000,0100,OE2,40,0345,09836,,QD
"POINT (-46.7437419076255 -23.5558105454766)",D041400919,09836,,460,,2014/04/11,1106,2,,,11000000000000000,0100,OE2,40,0345,09836,,CO
"POINT (-46.7321450387013 -23.5489540364578)",D041400920,13019,,6,,2014/04/15,0120,2,,,10000000000100000,0100,PB,12,0345,13019,,CT
"POINT (-46.75261484931 -23.5638029360408)",D041400921,13019,,2969,,2014/04/11,1305,2,,,01010000000000000,0100,OE2,68,0345,13019,,CO
"POINT (-46.7522728106792 -23.5549215333927)",D041400922,05309,,5145,,2014/04/17,1358,4,,,01000000000000000,0100,OE2,68,0345,05309,,AT
"POINT (-46.7475327023417 -23.5734973442567)",D041400923,15185,,682,,2014/04/27,0330,2,,,10000000000100000,0100,OE2,68,0346,15185,,CO
"POINT (-46.7506832620121 -23.529419560651)",D041400924,98390,,,NC,2014/04/30,0843,2,,,11000000000000000,0100,PB,40,0346,98390,,CO
"POINT (-46.7496807514684 -23.5561758157069)",D041400925,12407,,74,,2014/04/05,1000,2,,,11000000000000000,0100,OE2,40,0346,12407,,CO
"POINT (-46.7435884535812 -23.5666779992113)",D041400926,05309,,3480,,2014/04/08,1200,2,,,11000000000000000,0100,OE2,68,0346,05309,,CO
"POINT (-46.7612853330492 -23.5585027203977)",D041400927,13604,,8778,,2014/04/06,0630,2,,,20000000000000000,0100,OE2,68,0346,13604,,CO
"POINT (-46.7332928214938 -23.5459155677197)",D041400928,13014,,,PX PT.JAGUARE,2014/04/06,0100,2,,,01000000000100000,0100,PB,02,0346,13014,,CT
"POINT (-46.7476794735078 -23.5541769737081)",D041400929,12407,,343,,2014/04/11,1630,4,,,20000000000000000,0100,OE2,40,0346,12407,,AT
"POINT (-46.7562999560626 -23.5312280826226)",D041400930,00831,,2880,,2014/04/14,0000,2,,,01000000000000000,0200,OE2,40,0346,00831,,QM
"POINT (-46.7562999560626 -23.5312280826226)",D041400931,00831,,2880,,2014/04/17,1700,4,,,00000001000000000,0100,OE2,40,0346,00831,,AT
"POINT (-46.7321031844123 -23.548929308962)",D041400932,13019,03376,,,2014/04/19,0405,2,,,02000000000000000,0300,PB,12,0346,03376,13019,CH
"POINT (-46.746267646193 -23.5451072640438)",D041400933,13578,,408,,2014/04/20,1810,2,,,01000000000100000,0100,OE2,40,0346,13578,,CO
"POINT (-46.7400350197329 -23.5511362677865)",D041400934,09836,11491,,,2014/04/26,1630,2,,,11000000000000000,0100,OE2,40,0347,09836,11491,CO
"POINT (-46.7387596829531 -23.5433010469045)",D041400935,03376,,1500,,2014/04/03,1530,2,,,11000000000000000,0100,PB,40,0347,13014,,CO
"POINT (-46.7244591535458 -23.5529445780676)",D041400936,03376,,11500,,2014/04/23,1900,2,,,11000000000000000,0100,PB,12,0347,13014,,CO
"POINT (-46.6034020147726 -23.5060721435106)",D041400937,13172,15106,,,2014/04/03,1300,2,,,10001000000000000,0100,CN2,88,0347,13172,15106,CF
"POINT (-46.6155213204391 -23.5017130742879)",D041400938,36061,,,NC,2014/04/04,0810,2,,,11000000000000000,0100,CN2,71,0401,36061,,CT
"POINT (-46.6021966486944 -23.5222843477602)",D041400939,04978,,,NC,2014/04/04,1000,2,,,01000000000000010,0100,CN2,88,0401,04978,,CT
"POINT (-46.5715674198644 -23.525827468761)",D041400940,14270,,5724,,2014/04/07,1247,2,,,01000000000000000,0100,TT,82,0401,29772,,QM
"POINT (-46.6001423832493 -23.5142467127174)",D041400941,16759,,800,,2014/04/08,0900,2,,,21000000000000000,0200,CN2,88,0401,16759,,CL
"POINT (-46.6248632966327 -23.4994426433247)",D041400942,05567,,3862,,2014/04/10,0740,4,,,01000000000000000,0100,CN2,71,0401,05567,,AT
"POINT (-46.600549271263 -23.5004640451702)",D041400943,05204,,1374,,2014/04/10,1210,4,,,00000001000000000,0100,CN2,88,0401,05204,,AT
"POINT (-46.6114178143438 -23.5173271845018)",D041400944,01039,07430,,,2014/04/15,0739,2,,,10100000000000000,0200,CN2,88,0401,01039,07430,CO
"POINT (-46.624751359634 -23.5116302206235)",D041400945,04219,,50,,2014/04/17,1350,2,,,10010000000000000,0100,CN2,71,0401,04219,,CT
"POINT (-46.6158233968863 -23.5190952740069)",D041400946,05328,14270,,,2014/04/17,1715,2,,,11000000000000000,0100,TT,88,0401,14270,41394,CT
"POINT (-46.6120553271862 -23.5135307017712)",D041400948,13932,,32,,2014/04/28,0700,2,,,10100000000000000,0200,CN2,88,0402,13932,,CO
"POINT (-46.6085266293643 -23.4929025858972)",D041400949,15710,,210,,2014/04/28,1300,4,B,,10000000000000000,0100,CN2,88,0402,15710,,AT
"POINT (-46.6080901972709 -23.5052502569381)",D041400950,04896,,390,,2014/04/30,0840,2,,,00000001000000000,0100,CN2,88,0402,04896,,QD
"POINT (-46.6247748330499 -23.5071984082776)",D041400952,05567,,2700,,2014/04/01,2209,2,,,01000000000000000,0100,CN2,71,0402,05567,,QM
"POINT (-46.6155213204391 -23.5017130742879)",D041400953,36061,,,NC,2014/04/02,2230,2,C,,01000000000100000,0100,CN2,71,0402,36061,,CO
"POINT (-46.624574093057 -23.5012744037072)",D041400954,05567,,3330,,2014/04/03,2240,2,B,,10100000000000000,0100,CN2,71,0402,05567,,CT
"POINT (-46.6009008241073 -23.5006934181694)",D041400955,13474,,2,,2014/04/05,0230,2,,,10010000000000000,0100,CN2,88,0402,13474,,SI
"POINT (-46.623510816489 -23.5143747595809)",D041400956,01661,,155,,2014/04/05,0740,2,,,11000000000000000,0100,CN2,71,0402,01661,,CO
"POINT (-46.6075890248223 -23.5054668335865)",D041400957,04896,,514,,2014/04/06,1832,2,,,20000000000000000,0200,CN2,88,0403,04896,,CL
"POINT (-46.6147866580448 -23.5010233639442)",D041400958,36061,13172,,,2014/04/08,0001,2,,,02000000000000000,0200,CN2,88,0403,02455,04219,CO
"POINT (-46.6115572923029 -23.5219864239456)",D041400959,14270,,2000,,2014/04/08,0100,2,,,10010000000000000,0400,TT,88,0403,29772,,CO
"POINT (-46.6053514633035 -23.5220253584082)",D041400960,14270,,2605,,2014/04/08,1530,2,,,01010000000000000,0100,TT,88,0403,29772,,CT
"POINT (-46.6072595844862 -23.5060449307933)",D041400961,12290,,335,,2014/04/10,1921,2,,,11000000000000000,0100,CN2,88,0403,12290,,SI
"POINT (-46.611246477843 -23.4977478451622)",D041400962,02455,19803,,,2014/04/12,2001,2,,,01000000000000000,0200,CN2,88,0403,02455,12926,QM
"POINT (-46.5970843139435 -23.5060307733554)",D041400963,09086,,1415,,2014/04/14,2140,2,,,01000000000100000,0100,CN2,88,0403,09086,,CL
"POINT (-46.6083863347963 -23.5162651312477)",D041400964,10622,,,NC,2014/04/16,1910,2,,,11000000000000000,0100,CN2,88,0403,10622,,CO
"POINT (-46.618281104497 -23.5025768091021)",D041400965,02455,,1001,,2014/04/19,1915,2,C,,11000000000000000,0200,CN2,71,0403,02455,,CT
"POINT (-46.594312718885 -23.4967532641461)",D041400966,05524,,857,,2014/04/22,1735,2,,,11000000000000000,0100,CN2,94,0403,05524,,CF
"POINT (-46.6155772041098 -23.5017670383335)",D041400967,04219,36061,,,2014/04/23,2210,4,,,00000000000000010,0100,CN2,71,0404,02455,04219,AT
"POINT (-46.6023946519997 -23.5064082402774)",D041400968,13172,12656,,,2014/04/05,2345,2,,,20000000000000000,0100,CN2,88,0404,12656,13172,CO
"POINT (-46.6111679030154 -23.4934919823511)",D041400969,36061,,1060,,2014/04/28,0142,2,,,01000000000100000,0100,CN2,88,0404,36061,,CT
"POINT (-46.6104163071344 -23.4980580463236)",D041400970,12926,09480,,,2014/04/28,1630,2,,,01000000000100000,0100,CN2,88,0404,09480,12926,CF
"POINT (-46.619026772537 -23.4869749852957)",D041400971,11747,,1587,,2014/04/29,2020,2,,,11000000000000000,0100,CN2,71,0404,11747,,CO
"POINT (-46.6018118489891 -23.5250336499195)",D041400972,02421,,10,,2014/04/06,0017,2,,,02000000000000000,0300,TT,08,0405,29772,,CO
"POINT (-46.6439667065998 -23.5037451658144)",D041400974,11683,,,NC,2014/04/07,0910,2,,,11000000000000000,0200,CN1,21,0405,11683,,CO
"POINT (-46.6390444007767 -23.5147697146467)",D041400975,27187,,875,,2014/04/09,1946,2,,,01000000000000000,0100,CN1,71,0405,27187,,QM
"POINT (-46.6544661808395 -23.4978035723199)",D041400976,07677,,602,,2014/04/09,1650,4,,,10000000000000000,0100,CN1,21,0405,07677,,AT
"POINT (-46.6267349624467 -23.5159134722411)",D041400977,43149,,34,,2014/04/12,2230,4,,,00000000000000010,0100,CN2,71,0405,43149,,AT
"POINT (-46.6568532062049 -23.5134660585186)",D041400978,04534,,90,,2014/04/10,0730,4,,,00000000000100000,0100,CN1,21,0405,04534,,AT
"POINT (-46.6224746272132 -23.5055971918999)",D041400979,02455,20089,,,2014/04/12,2330,2,B,,11000000000000000,0100,CN2,71,0405,02455,20089,CO
"POINT (-46.6591754244295 -23.5026354337945)",D041400980,04533,,1783,,2014/04/12,1050,4,,,00000000000000010,0100,CN1,21,0405,04533,,AT
"POINT (-46.6275549641921 -23.5042457934319)",D041400981,37387,17799,,,2014/04/13,0015,2,,,11000000000000000,0001,CN1,71,0010,37387,,CL
"POINT (-46.639380911607 -23.501507022816)",D041400982,00719,,1383,,2014/04/13,1240,2,,,00000001000000000,0100,CN1,71,0405,00719,,QD
"POINT (-46.6673338355181 -23.5199839917102)",D041400983,15038,,100,,2014/04/13,1929,2,C,,11000000000000000,0100,NO2,06,0406,15038,,CO
"POINT (-46.6325255213363 -23.4930085786051)",D041400984,14242,,835,,2014/04/14,0830,2,,,21000000000000000,0100,CN1,71,0406,14242,,CF
"POINT (-46.6461491084909 -23.4956048477172)",D041400985,13196,10904,,,2014/04/15,1820,2,,,11000000000000000,0100,CN1,21,0406,10904,13196,CO
"POINT (-46.6502074823105 -23.4908963070714)",D041400986,09078,,1677,,2014/04/15,1800,2,,,01000001000000000,0100,CN1,21,0406,09078,,CO
"POINT (-46.6313312443974 -23.5002886405098)",D041400988,00719,,600,,2014/04/16,1630,2,,,11000000000000000,0100,CN1,71,0406,00719,,CO
"POINT (-46.6618917972699 -23.504185685761)",D041400989,04533,,2208,,2014/04/17,1600,2,,,11000000000000000,0100,CN1,21,0406,04533,,CO
"POINT (-46.6505217847041 -23.4905123499554)",D041400990,09078,,1823,,2014/04/17,1550,2,C,,11000000000000000,0100,CN1,21,0406,09078,,SI
"POINT (-46.6261988665213 -23.5116449094271)",D041400991,19884,,800,,2014/04/19,1300,2,B,,00000001000000000,0100,CN2,71,0406,19884,,QD
"POINT (-46.666108709479 -23.5117029227568)",D041400992,15038,,1020,,2014/04/20,2100,2,,,11000000000000000,0100,CN1,21,0406,15038,,CO
"POINT (-46.6578066947142 -23.4847238865509)",D041400993,06515,,475,,2014/04/20,2340,2,B,,20000000000000000,0100,CN1,21,0407,06515,,CL
"POINT (-46.629380056689 -23.5003034650211)",D041400994,00719,,381,,2014/04/22,0900,4,C,,01000000000000000,0100,CN1,71,0407,00719,,AT
"POINT (-46.6459682814317 -23.5028964864514)",D041400995,11683,14163,,,2014/04/23,1325,2,,,11000000000000000,0100,CN1,21,0407,11683,14163,CL
"POINT (-46.6580464863986 -23.4953078210333)",D041400996,02233,,306,,2014/04/24,1330,4,,,10000000000000000,0100,CN1,21,0407,02233,,AT
"POINT (-46.6585815416055 -23.4987627114704)",D041400997,15250,,1249,,2014/04/24,1205,2,,,11000000000000000,0100,CN1,21,0407,15250,,CO
"POINT (-46.747371252177 -23.5199424493763)",D041400998,29772,,95,,2014/04/24,1634,2,,,21000000000000000,0100,TT,39,0407,29772,,CO
"POINT (-46.6407819628208 -23.5003496611686)",D041400999,05681,,385,,2014/04/08,1500,2,C,,01000000000000000,0100,CN1,71,0407,05681,,QM
"POINT (-46.6285853250887 -23.4975995028937)",D041401000,19662,,200,,2014/04/27,2319,2,,,10000000000000000,0100,CN1,71,0407,19662,,CH
"POINT (-46.6282097138821 -23.5145724886933)",D041401001,21876,,1,,2014/04/29,1300,4,B,,10000000000000000,0100,CN1,71,0407,21876,,AT
"POINT (-46.6203701834166 -23.5182052059876)",D041401002,14270,,1000,,2014/04/30,0740,2,,,01000000000000000,0100,TT,71,0407,29772,,QM
"POINT (-46.5882410483501 -23.5219276289114)",D041401003,00967,25709,,,2014/04/02,1600,2,,,11000000000000000,0100,CN2,91,0408,00967,25709,CP
"POINT (-46.5718005863493 -23.5065746430081)",D041401004,13911,,20,,2014/04/07,1115,2,,,01010000000000000,0100,CN2,91,0408,13911,,CO
"POINT (-46.5743553834505 -23.4981042906034)",D041401005,05204,,4586,,2014/04/07,1120,2,,,10000000000000010,0100,CN2,94,0408,05204,,CO
"POINT (-46.6298189569494 -23.5182324497199)",D041401006,14270,,,NC,2014/04/08,1015,2,,,01100000000200000,0100,TT,71,0408,29772,,CO
"POINT (-46.5954387805193 -23.5246912058493)",D041401007,01930,,,NC,2014/04/10,0645,2,,,00001000000100000,0100,TT,91,0408,01930,,CO
"POINT (-46.5763391249415 -23.5035732577673)",D041401008,04775,,1535,,2014/04/16,1520,2,,,11000000000000000,0100,CN2,91,0408,04775,,CL
"POINT (-46.5804554249178 -23.5128149085403)",D041401009,04775,,125,,2014/04/14,0720,2,,,11000000000000000,0100,CN2,91,0408,04775,,CO
"POINT (-46.582860776118 -23.5010876593013)",D041401010,04917,,,NC,2014/04/17,1300,2,,,01000000000000000,0100,CN2,91,0408,04917,,QM
"POINT (-46.5895701593017 -23.5181159347115)",D041401011,08478,,1425,,2014/04/17,1750,4,,,00000001000000000,0100,CN2,91,0408,08478,,AT
"POINT (-46.5763088434569 -23.5034231156169)",D041401012,04775,,1444,,2014/04/16,0715,2,,,11000000000000000,0100,CN2,91,0408,04775,,CO
"POINT (-46.5872341268039 -23.5132646634628)",D041401013,07840,,667,,2014/04/24,1430,2,,,21000000000000000,0100,CN2,91,0408,07840,,CO
"POINT (-46.6298189569494 -23.5182324497199)",D041401014,14270,,,NC,2014/04/28,0630,2,,,11000000000000000,0100,TT,71,0409,29772,,CT
"POINT (-46.5917069237013 -23.5280186708122)",D041401015,14270,,4221,,2014/04/29,0640,2,,,11000000000000000,0100,TT,91,0409,29772,,CT
"POINT (-46.5934479272103 -23.523135786501)",D041401016,08478,,700,,2014/04/03,1140,2,,,01000000000000010,0100,CN2,91,0409,08478,,CL
"POINT (-46.6298189569494 -23.5182324497199)",D041401017,14270,,,NC,2014/04/01,0728,2,,,01000000000100000,0100,TT,71,0409,29772,,CT
"POINT (-46.6104783626277 -23.5225414022083)",D041401018,14270,,,ACPT.DE VILA GU,2014/04/08,0710,2,,,11000000000000000,0100,TT,57,0409,29772,,CT
"POINT (-46.582860776118 -23.5010876593013)",D041401019,04917,,,NC,2014/04/02,2140,2,,,01000000000000000,0200,CN2,91,0409,04917,,QM
"POINT (-46.5881005191687 -23.5164184843747)",D041401020,08478,,1528,,2014/04/03,1914,4,,,01000000000000000,0200,CN2,91,0409,08478,,AT
"POINT (-46.773665665794 -23.6672345147025)",D041401021,27099,,,PXBANDEIRANTES,2014/04/04,1820,2,,,11000000000000000,0100,RV1,19,0409,27099,,SI
"POINT (-46.5941499457738 -23.5105575619556)",D041401022,05626,,95,,2014/04/05,0322,2,,,10000000000000000,0200,CN2,91,0409,05626,,CH
"POINT (-46.5881005191687 -23.5164184843747)",D041401023,08478,,1528,,2014/04/06,0938,2,,,10001000000000000,0100,CN2,91,0409,08478,,SI
"POINT (-46.5944038443068 -23.5243453794876)",D041401024,08478,01930,,,2014/04/11,2130,2,,,11000000000000000,0100,CN2,91,0409,01930,08478,CO
"POINT (-46.5920328120538 -23.5272901915429)",D041401025,00967,,,NC,2014/04/12,1440,2,,,20000000000000000,0100,CN2,91,0410,99971,,CO
"POINT (-46.5849415632951 -23.5029312089935)",D041401026,00475,,2178,,2014/04/19,2119,2,,,11000000000000000,0100,CN2,91,0410,00475,,CO
"POINT (-46.5743569974649 -23.5027061468352)",D041401027,04775,,2061,,2014/04/20,2000,2,,,20000000000000000,0100,CN2,91,0410,04775,,CF
"POINT (-46.5778404511148 -23.5019547755908)",D041401028,02210,,580,,2014/04/25,1750,2,,,30000000000000000,0100,CN2,91,0410,02210,,CO
"POINT (-46.6298189569494 -23.5182324497199)",D041401029,14270,,,NC,2014/04/26,1830,2,,,01000001000000000,0100,TT,71,0410,29772,,CO
"POINT (-46.5985883391206 -23.4678986744483)",D041401030,07749,27718,,,2014/04/08,1445,4,,,10000000000000000,0100,CN2,84,0411,07749,27718,AT
"POINT (-46.6443070924139 -23.478508464166)",D041401031,07347,,584,,2014/04/14,1200,4,B,,01000000000000000,0200,CN1,51,0411,07347,,AT
"POINT (-46.6103729951961 -23.4772212849114)",D041401032,18151,,,NC,2014/04/03,0943,2,B,,11000000000000000,0100,CN2,84,0411,18151,,CO
"POINT (-46.6247642750474 -23.4912709904996)",D041401033,20089,,1669,,2014/04/05,0435,2,,,01000001000000000,0100,CN2,71,0411,20089,,CF
"POINT (-46.6521660375926 -23.4480049378782)",D041401034,99052,,390,,2014/04/05,0810,2,,,11000000000000000,0200,CN2,51,0411,99052,,CF
"POINT (-46.6365408427182 -23.4744170815995)",D041401035,20087,,641,,2014/04/03,1800,2,,,10001000000000000,0100,CN1,51,0411,20087,,CO
"POINT (-46.632662985684 -23.478968783244)",D041401036,20087,19884,,,2014/04/07,1400,2,C,,11000000000000000,0100,CN2,51,0411,09170,20087,CO
"POINT (-46.6261192013248 -23.5323318576596)",D041401037,04146,,4855,,2014/04/08,0728,2,,,11000000000000000,0100,CN2,09,0411,04146,,CO
