WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_ACIDE
"POINT (-46.6224328763725 -23.4773679527773)",D041401038,05698,,284,,2014/04/08,1250,4,,,10000000000000000,0100,CN2,51,0411,05698,,AT
"POINT (-46.5944215840383 -23.4566269989031)",D041401039,13133,,100,,2014/04/10,1900,4,,,10000000000000000,0300,CN2,83,0411,13133,,AT
"POINT (-46.6285146717407 -23.485913207938)",D041401040,19884,,36749,,2014/04/12,0700,2,,,20000000000000000,0100,CN2,71,0412,19884,,CO
"POINT (-46.6395413861697 -23.4812995619523)",D041401041,08238,,445,,2014/04/12,1240,2,,,20000000000000000,0100,CN1,51,0412,08238,,CL
"POINT (-46.6318035633463 -23.4828627454818)",D041401042,19884,38387,,,2014/04/13,1900,2,,,20000000000000000,0100,CN2,71,0412,19884,38387,CO
"POINT (-46.6384956435685 -23.4857396812696)",D041401043,03813,,5000,,2014/04/14,0141,2,,,10000000000000000,0100,CN1,71,0412,03813,,CH
"POINT (-46.6179815651615 -23.4724547960297)",D041401044,00351,,4473,,2014/04/15,0720,2,,,11000000000000000,0100,CN2,84,0412,00351,,CO
"POINT (-46.6354834629571 -23.4833957942149)",D041401045,03813,,5400,,2014/04/11,1750,2,,,11000000000000000,0100,CN1,51,0412,03813,,CT
"POINT (-46.6177626184505 -23.4640522544611)",D041401046,11345,06702,,,2014/04/15,1930,2,,,11000000000000000,0100,CN2,83,0412,06702,11345,CO
"POINT (-46.6331878476352 -23.4873557580684)",D041401047,02563,,696,,2014/04/15,2258,2,,,11000000000000000,0100,CN1,71,0412,02563,,CO
"POINT (-46.6238700956087 -23.4631038840867)",D041401048,11345,,490,,2014/04/18,1320,2,,,11000000000000000,0100,CN2,83,0412,11345,,CO
"POINT (-46.632662985684 -23.478968783244)",D041401049,20087,19884,,,2014/04/18,0530,4,,,01000000000000000,0100,CN2,51,0412,09170,20087,AT
"POINT (-46.6028436371599 -23.4618346319061)",D041401050,18151,,1951,,2014/04/21,1945,2,,,11000000000000000,0100,CN2,83,0412,18151,,CO
"POINT (-46.6270781253282 -23.4809605918923)",D041401051,13534,,600,,2014/04/20,2230,2,,,01000000000000000,0100,CN2,71,0412,13534,,QM
"POINT (-46.6272854755486 -23.4810638118853)",D041401052,13534,,605,,2014/04/22,0000,2,,,10000000000000000,0100,CN2,71,0413,13534,,CH
"POINT (-46.567856285027 -23.3781687227038)",D041401053,18151,,13740,,2014/04/22,2100,4,,,10000000000000000,0100,CN2,83,0413,18151,,AT
"POINT (-46.6259719036581 -23.4919263706261)",D041401054,19884,,3000,,2014/04/08,1300,4,,,01000000000000000,0100,CN2,71,0413,19884,,AT
"POINT (-46.6216725294856 -23.478876269309)",D041401055,05698,,18,,2014/04/23,2040,4,,,10000000000000000,0200,CN2,51,0413,05698,,AT
"POINT (-46.6318644932728 -23.4826189192615)",D041401056,19884,,4280,,2014/04/24,0150,4,B,,10000000000000000,0100,CN2,71,0413,19884,,AT
"POINT (-46.6228931082623 -23.4855998014366)",D041401057,00351,07585,,,2014/04/24,0820,2,B,,11000000000000000,0100,CN2,71,0413,00351,07585,CT
"POINT (-46.6188158937127 -23.4836564193106)",D041401058,00835,,300,,2014/04/24,1600,4,,,10000000000000000,0100,CN2,71,0413,00835,,AT
"POINT (-46.6194938199662 -23.4759715278785)",D041401059,00351,,1500,,2014/04/27,1418,2,,,01000000000000000,0100,CN2,84,0413,00351,,QM
"POINT (-46.6222900157835 -23.4828717626016)",D041401060,00351,,699,,2014/04/29,0800,2,,,11000000000000000,0100,CN2,71,0413,00351,,CL
"POINT (-46.5940601797934 -23.4565851788236)",D041401061,13133,,900,,2014/04/30,2130,2,,,11000000000000000,0100,CN2,83,0413,13133,,CO
"POINT (-46.6291331543832 -23.4795954923466)",D041401062,13785,,42,,2014/04/17,1640,2,,,11000000000000000,0100,CN2,51,0413,13785,,CO
"POINT (-46.7070752978538 -23.4979188677537)",D041401063,05947,,1021,,2014/04/01,1138,2,,,11000000000000000,0100,NO1,64,0414,05947,,SI
"POINT (-46.7059304122425 -23.5060388418351)",D041401064,05947,,100,,2014/04/02,0830,4,,,01000000000000000,0100,TT,64,0414,05947,,AT
"POINT (-46.6962578107884 -23.4864763460319)",D041401065,13401,,198,,2014/04/04,1130,2,,,20000000000000000,0100,NO2,29,0414,13401,,SI
"POINT (-46.6544153416644 -23.5159249209611)",D041401066,15188,,54,,2014/04/04,1730,2,,,11000000000000000,0100,TT,21,0414,29772,,CT
"POINT (-46.7026891647768 -23.5007089674971)",D041401067,04892,07081,,,2014/04/02,0830,2,,,20000000000000000,0100,NO2,29,0414,04892,07081,CF
"POINT (-46.6859225944739 -23.4827885948584)",D041401068,09420,,2795,,2014/04/10,1040,2,,,10000001000000000,0100,NO2,29,0414,09420,,CF
"POINT (-46.6889096316496 -23.5050271471732)",D041401069,14736,,1700,,2014/04/10,1245,4,,,10000000000000000,0100,NO2,29,0414,14736,,AT
"POINT (-46.6979901997108 -23.5069362583731)",D041401070,35794,,,NC,2014/04/01,0830,2,,,01000000000100000,0100,TT,29,0414,35794,,CO
"POINT (-46.7052931754909 -23.4974296301685)",D041401071,36284,,173,,2014/04/14,1200,2,,,01000000000000010,0200,NO2,29,0414,36284,,CO
"POINT (-46.6998828834477 -23.4918353451861)",D041401072,36284,,800,,2014/04/14,0705,4,,,20000000000000000,0100,NO2,29,0414,36284,,AT
"POINT (-46.7009618154297 -23.4831442298918)",D041401073,06361,01451,,,2014/04/15,1730,4,,,10000000000000000,0100,NO2,29,0414,01451,06361,AT
"POINT (-46.6854422493251 -23.4777941196165)",D041401074,34562,,800,,2014/04/10,0700,2,,,11000000000000000,0100,NO2,11,0415,34562,,CO
"POINT (-46.7066445640192 -23.4994679206636)",D041401075,05947,,836,,2014/04/20,1700,2,,,01000000000000010,0100,NO1,64,0415,05947,,CO
"POINT (-46.6872244240689 -23.5019026375645)",D041401076,03771,,380,,2014/04/24,0920,2,,,01000001000000000,0200,NO2,50,0415,03771,,CO
"POINT (-46.6943501556407 -23.5024116101535)",D041401077,03469,,16,,2014/04/25,0919,4,,,10000000000000000,0100,NO2,29,0415,03469,,AT
"POINT (-46.6933978505588 -23.507253558326)",D041401078,13417,,2100,,2014/04/15,1500,2,,,11000000000000000,0100,TT,29,0415,13417,,CL
"POINT (-46.6895805195986 -23.4960412483403)",D041401079,02848,,620,,2014/04/04,0230,2,,,10000000000000000,0200,NO2,29,0415,02848,,CH
"POINT (-46.6843417799127 -23.4960558993203)",D041401080,03771,,1098,,2014/04/04,0109,2,,,01000000000000010,0100,NO2,50,0415,03771,,CT
"POINT (-46.6712371988828 -23.4758149364514)",D041401081,03771,,4000,,2014/04/28,0650,2,,,00100000000000000,0100,NO2,13,0415,03771,,QD
"POINT (-46.6982247613914 -23.507016236112)",D041401082,15188,,4000,,2014/04/10,1920,2,,,10001000000000000,0100,TT,29,0415,29772,,CO
"POINT (-46.6850489963385 -23.4944470151978)",D041401083,03771,07477,,,2014/04/18,0200,4,,,00000000000000010,0100,NO2,50,0415,03771,08135,AT
"POINT (-46.6822527476977 -23.4858120185871)",D041401084,70430,,162,,2014/04/18,1420,2,,,11000000000000000,0100,NO2,29,0415,70430,,CO
"POINT (-46.7008352350571 -23.4851059700027)",D041401085,17171,,191,,2014/04/20,0940,2,,,01000000000000000,0200,NO2,29,0416,17171,,QM
"POINT (-46.6882400313874 -23.5040407260581)",D041401086,03771,,120,,2014/04/25,1855,4,,,10000000000000000,0100,NO2,50,0416,03771,,AT
"POINT (-46.6854122581962 -23.4777066701584)",D041401087,34562,,1000,,2014/04/29,2224,2,,,11000000000000000,0100,NO2,11,0416,34562,,CL
"POINT (-46.6414197719354 -23.4669678382921)",D041401088,15426,,3231,,2014/04/09,0844,2,,,11000000000000000,0100,CN1,51,0417,15426,,CO
"POINT (-46.655589379558 -23.4802081925552)",D041401089,10452,,47,,2014/04/11,0930,4,,,10000000000000000,0100,CN1,13,0417,10452,,AT
"POINT (-46.6543433725746 -23.4828974667074)",D041401090,09078,,2800,,2014/04/14,1310,4,,,01000000000000000,0100,CN1,21,0417,09078,,AT
"POINT (-46.6544760243915 -23.4386453296871)",D041401091,99052,,1613,,2014/04/16,0650,2,,,11000000000000000,0100,CN2,13,0417,99052,,CO
"POINT (-46.6677330949627 -23.4682467993504)",D041401092,00277,,1231,,2014/04/28,1120,2,,,11000000000000000,0100,CN1,13,0417,00277,,CO
"POINT (-46.6586572703446 -23.4630208702383)",D041401093,13148,,500,,2014/04/21,0600,2,,,11000000000000000,0100,CN1,13,0417,13148,,CO
"POINT (-46.6529181133314 -23.4845941250699)",D041401094,17300,,,NC,2014/04/29,1000,2,,,01000000000000000,0100,CN1,51,0417,17300,,QM
"POINT (-46.6516209735012 -23.4712920275342)",D041401095,15426,14242,,,2014/04/01,2054,4,,,01000000000000000,0200,CN1,13,0417,14242,15426,AT
"POINT (-46.6579950008852 -23.4747432145284)",D041401096,07592,,585,,2014/04/02,1900,2,,,01100000000000000,0100,CN1,13,0417,07592,,CO
"POINT (-46.6587201198104 -23.4270220135037)",D041401097,99052,,3457,,2014/04/04,2230,2,,,11000000000000000,0100,CN1,13,0417,99052,,CO
"POINT (-46.6677330949627 -23.4682467993504)",D041401098,00277,,900,,2014/04/05,1311,2,,,10000000000000000,0100,CN1,13,0417,00277,,CH
"POINT (-46.6528556500204 -23.4687727546577)",D041401099,00801,27944,,,2014/04/07,1934,2,,,20000000000000000,0100,CN1,13,0418,00801,09671,CO
"POINT (-46.6497901801561 -23.474009315862)",D041401100,14242,,4122,,2014/04/09,1900,2,,,11000000000000000,0200,CN1,51,0418,14242,,CO
"POINT (-46.6470932282029 -23.4696243417052)",D041401101,15426,,2532,,2014/04/09,2339,2,,,11000000000000000,0100,CN1,13,0418,15426,,CO
"POINT (-46.6465021921949 -23.4695014503139)",D041401102,15426,,2560,,2014/04/12,2234,2,,,11000000000000000,0100,CN1,13,0418,15426,,CL
"POINT (-46.6633387438833 -23.4761547037762)",D041401103,09078,,4179,,2014/04/18,1620,2,,,40000000000100000,0200,CN1,13,0418,09078,,CT
"POINT (-46.6588220732125 -23.4674500238064)",D041401104,20055,18118,,,2014/04/18,1842,2,,,21000000000000000,0100,CN1,13,0418,18118,20055,CO
"POINT (-46.6632016104513 -23.4621545952636)",D041401105,63973,,10,,2014/04/18,1841,2,,,01000000000000010,0200,CN1,13,0418,63973,,CO
"POINT (-46.6470933272038 -23.4696244309628)",D041401106,15426,12753,,,2014/04/25,1821,2,,,11000000000000000,0100,CN1,13,0419,12753,15426,CF
"POINT (-46.6427012935189 -23.4830328060982)",D041401107,07347,,90,,2014/04/25,1930,2,,,10010000000000000,0400,CN1,51,0419,07347,,CT
"POINT (-46.6560353896226 -23.481162653911)",D041401108,09078,,3059,,2014/04/26,1000,2,,,11000000000000000,0100,CN1,13,0419,09078,,CO
"POINT (-46.6625694663592 -23.4702808450166)",D041401109,15599,,4,,2014/04/26,2308,2,,,11000000000000000,0100,CN1,13,0419,15599,,CO
"POINT (-46.6648982834909 -23.4695901902829)",D041401110,15426,,412,,2014/04/12,1330,2,,,11000000000000000,0100,CN1,13,0419,15426,,CO
"POINT (-46.6528442028313 -23.4870683124377)",D041401111,09078,,2300,,2014/04/26,1830,4,,,10000000000000000,0100,CN1,21,0419,09078,,AT
"POINT (-46.6554294968621 -23.4817992258193)",D041401112,09078,,2964,,2014/04/18,1430,2,,,01000000000100000,0100,CN1,21,0419,09078,,CF
"POINT (-46.7651925150556 -23.6812995119095)",D041401113,00003,,3780,,2014/04/10,0700,2,,,11000000000000000,0100,SO4,42,0420,00003,,CO
"POINT (-46.5973950805158 -23.477326373748)",D041401114,08320,,726,,2014/04/02,1440,2,,,01000000000100000,0100,CN2,84,0420,08320,,CT
"POINT (-46.5929476929924 -23.476048826168)",D041401115,16782,,93,,2014/04/06,1818,4,,,10000000000000000,0100,CN2,84,0420,16782,,AT
"POINT (-46.5921299211577 -23.4856367426066)",D041401116,11321,,1607,,2014/04/09,0830,4,,,00000000000100000,0100,CN2,94,0420,11321,,AT
"POINT (-46.5788322243786 -23.4895002924404)",D041401117,09512,,834,,2014/04/10,0949,4,,,01000000000000000,0100,CN2,94,0420,09512,,AT
"POINT (-46.5982960269488 -23.4740091781842)",D041401118,21310,,944,,2014/04/10,2300,2,,,01000000000000000,0100,CN2,84,0420,21310,,QM
"POINT (-46.5954037239365 -23.4667628335625)",D041401119,12716,,259,,2014/04/02,1800,2,B,,30000000000000000,0100,CN2,83,0420,12716,,CO
"POINT (-46.6020532587425 -23.4820503633665)",D041401120,02455,,4129,,2014/04/14,0730,2,C,,11000000000000000,0100,CN2,84,0420,02455,,CO
"POINT (-46.6072973639041 -23.4801121640558)",D041401121,19201,,435,,2014/04/16,1629,4,,,00001000000000000,0200,CN2,84,0420,19201,,AT
"POINT (-46.5864276674904 -23.4966901785444)",D041401122,05204,,2400,,2014/04/23,0750,2,C,,01000000000100000,0100,CN2,91,0420,05204,,CO
"POINT (-46.5981548955255 -23.4960637905669)",D041401123,11321,12084,,,2014/04/22,1700,2,B,,00000000000100010,0100,CN2,88,0421,11321,12084,CO
"POINT (-46.5989457879103 -23.4652454601444)",D041401125,05286,,1,,2014/04/02,1202,2,,,01000000000000000,0100,CN2,83,0421,73046,,QM
"POINT (-46.5985307806266 -23.4785333056781)",D041401126,08320,,628,,2014/04/05,0807,2,,,10000000000000000,0100,CN2,84,0421,08320,,CH
"POINT (-46.585424132177 -23.480055161495)",D041401127,11321,,2611,,2014/04/05,1110,2,,,10000000000000000,0100,CN2,94,0421,11321,,CH
"POINT (-46.5855138946426 -23.4848356406392)",D041401128,17339,,10,,2014/04/10,0355,2,,,11000000000000000,0200,CN2,94,0421,17339,,CO
"POINT (-46.5769193472124 -23.4878531665124)",D041401130,09978,,385,,2014/04/20,2139,4,,,10000000000000000,0100,CN2,94,0421,09978,,AT
"POINT (-46.5845828115971 -23.4698568632814)",D041401131,08320,07548,,,2014/04/22,0001,2,,,10000000000000000,0200,CN2,38,0421,07548,08320,CH
"POINT (-46.6043983125576 -23.4812226189079)",D041401132,19201,36061,,,2014/04/21,1830,2,,,11000000000000000,0100,CN2,84,0421,19201,36061,CT
"POINT (-46.602489407711 -23.4805992876359)",D041401133,15728,,232,,2014/04/23,1820,4,,,00100000000000000,0100,CN2,84,0421,15728,,AT
"POINT (-46.6048507125846 -23.4810924377295)",D041401134,19201,,724,,2014/04/23,1530,2,,,01010000000000000,0100,CN2,84,0422,19201,,CO
"POINT (-46.5970741575341 -23.4658922603553)",D041401135,12716,13767,,,2014/04/23,1400,2,,,11000000000000000,0100,CN2,83,0422,12716,13767,CO
"POINT (-46.5956756997921 -23.4904436174588)",D041401136,11321,,981,,2014/04/23,2045,2,,,11000000000000000,0100,CN2,94,0422,11321,,CO
"POINT (-46.6707077061736 -23.5098194211216)",D041401137,03813,02125,,,2014/04/01,0707,2,,,10100000000000000,0200,CN1,21,0423,02125,03813,CO
"POINT (-46.6769813348531 -23.4920121063906)",D041401138,06450,,1600,,2014/04/04,1915,2,,,11000000000000000,0100,CN1,50,0423,06450,,CO
"POINT (-46.6773847237968 -23.4960040017413)",D041401139,03481,06450,,,2014/04/21,0630,2,,,10000001000000000,0100,CN1,50,0423,05738,06450,CL
"POINT (-46.6727571124616 -23.5041213764505)",D041401140,14736,07384,,,2014/04/22,1130,4,,,10000000000000000,0100,NO2,50,0423,04715,14736,AT
"POINT (-46.662650953153 -23.4830757228721)",D041401141,04438,20688,,,2014/04/06,0750,2,,,00100000000000000,0100,CN1,21,0423,04438,20688,SI
"POINT (-46.6734262284223 -23.5092397460022)",D041401142,04715,,500,,2014/04/28,2030,2,,,11000000000000000,0100,CN1,50,0423,04715,,CO
"POINT (-46.675517904896 -23.4892245040581)",D041401143,06450,,2000,,2014/04/16,2330,2,,,11000000000000000,0100,CN1,50,0423,06450,,CO
"POINT (-46.6900648062554 -23.507992225365)",D041401144,15188,,3500,,2014/04/24,1400,2,,,10000000000000100,0100,TT,29,0423,29772,,CO
"POINT (-46.6707565644068 -23.5129853478034)",D041401145,03813,,80,,2014/04/25,1740,2,,,00100000000000000,0100,CN1,21,0423,03813,,QD
"POINT (-46.6754833132137 -23.5037716784993)",D041401146,14736,,273,,2014/04/09,1500,2,,,00001000100000000,0100,NO2,50,0423,14736,,CO
"POINT (-46.6687087910076 -23.5055034498405)",D041401147,03813,,983,,2014/04/10,0950,2,,,21000000000000000,0100,CN1,21,0423,03813,,CO
"POINT (-46.6643393737432 -23.4999243552478)",D041401148,03813,,1742,,2014/04/11,2045,2,,,01000000000100000,0100,CN1,21,0424,03813,,CO
"POINT (-46.6705137771446 -23.5095287415815)",D041401149,03813,,462,,2014/04/18,0709,2,,,10100000000000000,0200,CN1,21,0424,03813,,CO
"POINT (-46.6674154602644 -23.5068551341995)",D041401150,18657,,,PXDOMINGOS FREE,2014/04/10,1330,2,,,11000000000000000,0100,CN1,21,0424,18657,,CO
"POINT (-46.6641101015918 -23.4994289663811)",D041401151,03813,,1800,,2014/04/19,2330,2,,,11000000000000000,0100,CN1,21,0424,03813,,CO
"POINT (-46.6804174369895 -23.5045191362213)",D041401152,73663,,,PXR.JACOFER,2014/04/22,1730,2,,,11000000000000000,0200,NO2,50,0424,26089,,CL
"POINT (-46.6708053487443 -23.5136230809457)",D041401153,03813,,,NC,2014/04/25,2340,4,,,01000000000000000,0100,TT,21,0424,03813,,AT
"POINT (-46.6842596096418 -23.5039561371341)",D041401154,14736,,1179,,2014/04/27,1752,2,,,11000000000000000,0200,NO2,50,0424,14736,,CO
"POINT (-46.670923219073 -23.5125731353667)",D041401155,03813,,123,,2014/04/28,1700,2,B,,11000000000000000,0100,CN1,21,0424,03813,,CO
"POINT (-46.6916331917579 -23.4719529599912)",D041401156,15485,,1569,,2014/04/05,1210,2,,,01000000000100000,0100,NO2,11,0425,15485,,CL
"POINT (-46.6991170193521 -23.4660909009506)",D041401157,15837,,300,,2014/04/15,0800,2,C,,11000000000000000,0100,NO2,11,0425,15837,,CT
"POINT (-46.6960685018021 -23.4690871689082)",D041401158,15485,,2129,,2014/04/22,0650,2,,,11000000000000000,0100,NO2,11,0425,15485,,CO
"POINT (-46.6853012302903 -23.4773821505421)",D041401159,34562,,1742,,2014/04/10,1730,2,,,11000000000100000,0100,NO2,11,0425,34562,,CL
"POINT (-46.685337524125 -23.477487953538)",D041401160,34562,,1500,,2014/04/11,2030,4,,,10000000000000000,0100,NO2,11,0425,34562,,AT
"POINT (-46.6986139867298 -23.4667039328108)",D041401161,15837,,202,,2014/04/19,0130,2,,,20000000000000000,0200,NO2,11,0425,15837,,CH
"POINT (-46.6947275334675 -23.4622071894092)",D041401162,64079,,100,,2014/04/20,1715,2,,,01000000000000000,0100,NO2,11,0425,64079,,QM
"POINT (-46.6892775814198 -23.4614257863952)",D041401163,70132,,305,,2014/04/21,1400,4,,,01000000000000000,0100,NO2,11,0425,70132,,AT
"POINT (-46.7076725750796 -23.4718116873866)",D041401164,06361,,3000,,2014/04/23,2320,2,,,00100000000000000,0100,NO2,29,0425,06361,,QD
"POINT (-46.6815310195956 -23.4646937508169)",D041401165,16098,,300,,2014/04/19,1930,4,,,01000000000000000,0100,NO2,11,0426,16098,,AT
"POINT (-46.6853015354153 -23.4773830502653)",D041401166,34562,,1740,,2014/04/27,0015,2,,,11000000000000000,0200,NO2,11,0426,34562,,CO
"POINT (-46.6916331917579 -23.4719529599912)",D041401167,15485,,1577,,2014/04/27,1210,4,,,01000000000000000,0100,NO2,11,0426,15485,,AT
"POINT (-46.6733538299231 -23.4598257181178)",D041401168,03771,,6600,,2014/04/02,0800,2,,,10000000000000000,0100,NO2,11,0427,03771,,CH
"POINT (-46.6698937302903 -23.474140492517)",D041401169,15425,,,NC,2014/04/06,0940,4,,,00100000000000000,0100,NO2,13,0427,15425,,AT
"POINT (-46.6860302892405 -23.4593496574736)",D041401170,15425,,2500,,2014/04/03,0910,2,,,02000000000000000,0100,NO2,11,0427,15425,,CO
"POINT (-46.6778410645032 -23.4715707554451)",D041401171,72693,,,NC,2014/04/05,2240,2,,,11000000000000000,0200,NO2,11,0427,72693,,CO
"POINT (-46.695131495217 -23.4551159800318)",D041401172,15425,,3506,,2014/04/09,2240,2,,,01100000000000000,0100,NO2,11,0427,15425,,CO
"POINT (-46.695322523659 -23.4544540662191)",D041401173,26642,,237,,2014/04/12,1100,4,,,00000000000100000,0100,NO2,11,0427,26642,,AT
"POINT (-46.6662406151104 -23.4596837933721)",D041401175,22030,,132,,2014/04/13,1940,2,,,11000000000000000,0100,CN1,13,0427,22030,,CF
"POINT (-46.669582587687 -23.4736635951076)",D041401176,13425,03771,,,2014/04/10,0020,2,,,11000000000000000,0100,NO2,13,0427,03771,13425,CL
"POINT (-46.6862358895207 -23.4592837715414)",D041401177,15425,,2523,,2014/04/15,2236,4,,,10000000000000000,0100,NO2,11,0427,15425,,AT
"POINT (-46.6733538299231 -23.4598257181178)",D041401178,03771,,6000,,2014/04/17,0540,2,C,,01001000000000000,0100,NO2,11,0428,03771,,CO
"POINT (-46.7021920120564 -23.4487491093877)",D041401179,15425,,4800,,2014/04/18,0720,2,,,11000000000000000,0100,NO2,11,0428,15425,,CO
"POINT (-46.6731542164038 -23.4598003173353)",D041401180,16051,,1646,,2014/04/18,0740,2,B,,11000000000000000,0100,CN1,13,0428,16051,,CO
"POINT (-46.6786014553288 -23.4733621181291)",D041401181,72693,,400,,2014/04/19,0723,2,,,10000000000000000,0100,NO2,11,0428,72693,,CH
"POINT (-46.6860023913438 -23.4564517936598)",D041401182,41766,,176,,2014/04/20,1030,2,,,01000000000000010,0100,NO2,11,0428,41766,,CO
"POINT (-46.6677011087144 -23.4646580529)",D041401183,33642,,778,,2014/04/21,2202,2,,,01000000000000000,0100,CN1,13,0428,33642,,QM
"POINT (-46.6793531520143 -23.4659658335976)",D041401184,15425,,1440,,2014/04/25,1720,2,B,,11000000000000000,0100,NO2,11,0428,15425,,CO
"POINT (-46.6840966194662 -23.4614271872516)",D041401185,15425,,2000,,2014/04/25,1930,2,C,,10010000000000000,0100,NO2,11,0428,15425,,CO
"POINT (-46.6946569030114 -23.4552410580957)",D041401186,15425,,3485,,2014/04/29,0724,2,C,,11000000000000000,0100,NO2,11,0428,15425,,CL
"POINT (-46.6669743191197 -23.4558687781802)",D041401187,10659,,270,,2014/04/26,1900,2,,,01000000000000100,0100,CN1,13,0428,10659,,CO
"POINT (-46.6671122903574 -23.4620694035123)",D041401188,12049,,1,,2014/04/30,2330,2,,,11000000000000000,0200,CN1,13,0428,12049,,CL
"POINT (-46.5886121686514 -23.4516175180113)",D041401189,61699,,28,,2014/04/21,1600,4,,,00000000000000010,0100,CN2,83,0429,61699,,AT
"POINT (-46.5711722915337 -23.4611309544648)",D041401190,07061,,,PXR.ANTONIO CES,2014/04/02,1320,2,,,01010000000000000,0100,RV1,38,0429,07061,,CL
"POINT (-46.6703463137748 -23.5814874843481)",D041401191,07671,,230,,2014/04/05,0415,2,,,11000000000000000,0100,SO1,34,0429,07671,,CO
"POINT (-46.5781186758412 -23.4688842712917)",D041401192,12307,07632,,,2014/04/09,1237,2,,,11000000000000000,0100,CN2,38,0429,07632,12307,CO
"POINT (-46.5679001776237 -23.4384164927286)",D041401193,42220,,3300,,2014/04/11,0732,2,,,11000000000000000,0100,CN2,83,0429,42220,,CO
