WKT,Cadlog,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Dia
"POINT (-46.552137 -23.575691)",,D071101259,17824,,3300,,2011/07/08,1210,2,D,,29,5381,,,10000000000000000,0100,MO,33,0510,17824,,DVB2556,AU,,,,,SI,,,,
"POINT (-46.548581 -23.577574)",,D071101260,17824,15230,,,2011/07/09,1910,2,D,,29,5396,,,11000000000000000,0200,MO,87,0510,15230,17824,EQS7095,MO,CII9600,AU,,,CO,,,,
"POINT (-46.565232 -23.538257)",,D071101261,17824,,4400,,2011/07/12,2018,4,D,,29,5471,,,10000000000000000,0100,MO,33,0510,17824,,,AU,,,,,AT,,,,
"POINT (-46.567888 -23.553086)",,D071101262,01967,,1,,2011/07/30,0625,4,D,,30,1365,,,10000000000000000,0100,BR,82,0511,01967,,CGF6530,AU,,,,,AT,,,,
"POINT (-46.554361 -23.550904)",,D071101263,13313,,125,,2011/07/09,1100,2,D,,30,1722,,,20000000000000000,0100,BR,82,0511,13313,,EEM9715,AU,EHX7682,AU,,,CT,,,,
"POINT (-46.37853 -23.497332)",,D071101264,01657,00365,,,2011/07/22,1700,2,D,,30,4638,,,00100000000000000,0100,BR,82,0511,00365,01657,DJB9147,ON,,,,,QD,,,,
"POINT (-46.552698 -23.535743)",,D071101265,17627,,1700,,2011/07/01,1045,2,D,,30,5343,B,,01000000000100000,0100,PE,54,0511,17627,,CRX5687,MO,EUC5583,CM,,,CT,,,,
"POINT (-46.575812 -23.555975)",,D071101266,07645,16251,,,2011/07/05,0658,4,D,,30,5446,,,01000000000000000,0100,BR,82,0511,07645,16251,EJN0153,MO,,,,,AT,,,,
"POINT (-46.562982 -23.548868)",,D071101267,06932,,250,,2011/07/12,1259,2,D,,30,5661,,,01000000000100000,0100,MO,01,0511,06932,,EXD1443,MO,DAE1943,CM,,,CO,,,,
"POINT (-46.574883 -23.543374)",,D071101268,01967,,1192,,2011/07/12,1555,4,D,,30,5664,,,10000000000000000,0100,BR,82,0511,01967,,AQG6418,AU,,,,,AT,,,,
"POINT (-46.568823 -23.559024)",,D071101269,06679,,,NC,2011/07/13,1242,4,D,,30,5683,,,10000000000000000,0100,BR,82,0511,06679,,DMW7806,AU,,,,,AT,,,,
"POINT (-46.555498 -23.536443)",,D071101270,08303,06932,,,2011/07/14,1751,2,D,,30,5728,,,01000000000000000,0200,MO,01,0511,06932,08303,DZS8557,MO,,,,,QM,,,,
"POINT (-46.560599 -23.562744)",,D071101271,07645,16883,,,2011/07/15,0903,2,D,,30,5743,,,11000000000000000,0100,BR,82,0511,07645,16883,DZT2534,MO,EPN0231,AU,,,SI,,,,
"POINT (-46.558509 -23.543153)",,D071101272,06932,,3400,,2011/07/16,1600,2,D,,30,5800,,,11000000000000000,0100,MO,01,0511,06932,,EJH5723,AU,DZS8713,MO,,,CL,,,,
"POINT (-46.554822 -23.541349)",,D071101273,18068,,1738,,2011/07/16,2145,4,D,,30,5811,,,01000000000000000,0100,BR,27,0511,18068,,EQS3406,MO,,,,,AT,,,,
"POINT EMPTY",,D071101274,18067,,1770,,2011/07/16,2130,2,D,,30,5813,,,01000000000000000,0100,BR,27,0512,18067,,EXE4599,MO,,,,,QM,,,,
"POINT (-46.556567 -23.536574)",,D071101275,07645,04502,,,2011/07/21,1132,2,D,,30,5934,,,01000000000000000,0100,BR,20,0512,04502,07645,KVB2606,MO,,,,,QM,,,,
"POINT (-46.569304 -23.544134)",,D071101276,07645,,100,,2011/07/21,1630,2,D,,30,5943,,,11000000000000000,0100,BR,93,0512,07645,,DRV5775,MO,DWQ8046,AU,,,CL,,,,
"POINT (-46.576325 -23.55226)",,D071101277,18071,18067,,,2011/07/21,2300,2,D,,30,5959,,,20000000000000000,0600,BR,,0512,18067,18071,EQT8474,AU,DFK9456,AU,,,CL,,,,
"POINT (-46.575445 -23.535415)",,D071101278,05784,03291,,,2011/07/22,1535,2,D,,30,5979,B,,11000000000000000,0100,BR,82,0512,03291,05784,EQS2313,MO,DAM8333,AU,,,CL,,,,
"POINT (-46.575555 -23.540377)",,D071101279,19206,,2750,,2011/07/23,2349,2,D,,30,6027,,,20000000000000000,0100,MC,27,0512,19206,,CEM4498,AU,MNR5353,AU,,,CH,,,,
"POINT (-46.550808 -23.542621)",,D071101280,34122,19206,,,2011/07/24,1916,2,D,,30,6047,B,,10000001000000000,0200,BR,82,0512,19206,34122,DIV1507,AU,DJF1403,OU,,,CL,,,,
"POINT (-46.557251 -23.540642)",,D071101281,04144,04090,,,2011/07/24,2205,2,D,,30,6052,,,11000000000000000,0200,BR,20,0512,04090,04144,EGY6604,MO,ANI8185,AU,,,SI,,,,
"POINT (-46.553459 -23.557038)",,D071101282,05829,01657,,,2011/07/26,2000,2,D,,30,6113,B,,11000000000000000,0100,BR,82,0512,01657,05829,CRX5341,MO,ELC7788,AU,,,CO,,,,
"POINT (-46.579316 -23.541409)",,D071101283,00141,,126,,2011/07/27,1930,4,D,,30,6129,,,10000000000000000,0100,MO,87,0513,00141,,BEA9909,AU,,,,,AT,,,,
"POINT (-46.556996 -23.541679)",,D071101284,34122,,,NC,2011/07/29,2338,4,D,,30,6180,,,10000000000000000,0100,BR,27,0513,34122,,BQX1684,AU,,,,,AT,,,,
"POINT (-46.578109 -23.55133)",,D071101285,18067,01657,,,2011/07/30,2325,2,D,,30,6206,,,10100000000000000,0100,BR,82,0513,01657,18067,EBH9648,AU,DJE7052,ON,,,CO,,,,
"POINT (-46.570909 -23.541207)",,D071101286,27094,,2300,,2011/07/23,1130,2,D,,30,6212,C,,11000000000000000,0100,BR,33,0513,27094,,EQP9866,MO,EUN0463,AU,,,CT,,,,
"POINT (-46.5479 -23.547826)",,D071101287,02658,,297,,2011/07/26,1138,2,D,,30,6452,,,11000000000000000,0100,BR,82,0513,02658,,CKS7930,MO,DRC3440,AU,,,CO,,,,
"POINT (-46.531502 -23.544752)",,D071101288,13379,,338,,2011/07/21,1816,2,D,,31,99,,,11000000000000000,0100,BR,20,0514,13379,,CAC9709,AU,EQP9502,MO,,,CO,,,,
"POINT (-46.530908 -23.551708)",,D071101289,19221,,125,,2011/07/01,1200,2,D,,31,1269,,,10000000000100000,0100,VA,27,0514,19221,,EMS7918,CM,BSO0550,AU,,,CL,,,,
"POINT EMPTY",,D071101290,04502,,3254,,2011/07/01,1711,2,D,,31,1273,,,11000000000000000,0200,BR,20,0514,04502,,CJM2563,AU,EQS0339,MO,,,CT,,,,
"POINT (-46.530081 -23.551878)",,D071101291,05817,,771,,2011/07/08,0638,2,D,,31,1334,,,10000001000000000,0200,VA,20,0514,05817,,ECT7855,OU,DIM3121,AU,,,CT,,,,
"POINT (-46.54277 -23.541088)",,D071101292,04502,,3343,,2011/07/12,1800,2,D,,31,1363,,,11000000000000000,0100,BR,20,0514,04502,,DRU1150,AU,DZT8858,MO,,,SI,,,,
"POINT (-46.528136 -23.553014)",,D071101293,07974,,604,,2011/07/18,1620,2,D,,31,1406,,,10001000000000000,0100,BR,20,0514,07974,,DTD3894,AU,,BI,,,CO,,,,
"POINT (-46.544139 -23.545757)",,D071101294,05817,,103,,2011/07/22,1528,4,D,,31,1458,,,10000000000000000,0100,VA,20,0514,05817,,DKD8655,AU,,,,,AT,,,,
"POINT (-46.546168 -23.544114)",,D071101295,04502,,1736,,2011/07/23,1230,2,D,,31,1469,,,11000000000000000,0100,BR,20,0514,04502,,ASG3027,AU,EIE0845,MO,,,CF,,,,
"POINT (-46.546386 -23.543972)",,D071101297,04502,13379,,,2011/07/02,1050,4,D,,31,5372,,,01000000000000000,0100,BR,20,0514,04502,13379,EJR2738,MO,,,,,AT,,,,
"POINT (-46.538252 -23.545933)",,D071101298,04502,,1450,,2011/07/10,2051,4,D,,31,7329,,,10000000000000000,0100,BR,20,0515,04502,,HWM9551,AU,,,,,AT,,,,
"POINT (-46.525252 -23.556712)",,D071101299,02808,14861,,,2011/07/22,2040,2,D,,31,7736,,,20000000000000000,0100,VA,20,0515,02808,14861,FXX9797,AU,DSD7036,AU,,,CL,,,,
"POINT (-46.54317 -23.588927)",,D071101300,05817,,600,,2011/07/26,2000,4,D,,31,7878,,,10000000000000000,0100,VA,20,0515,05817,,EUF8600,AU,,,,,AT,,,,
"POINT (-46.538734 -23.580613)",,D071101302,19708,,3800,,2011/07/04,0630,2,D,,42,1626,,,00000000010000000,0100,VP,26,0516,19708,,,VA,,,,,QD,,,,
"POINT (-46.562866 -23.586876)",,D071101303,17824,,5359,,2011/07/06,1803,2,D,,42,1669,,,11000000000000000,0100,MO,33,0516,17824,,BYK6154,MO,EQB5210,AU,,,CO,,,,
"POINT (-46.552749 -23.58601)",,D071101304,78468,,59,,2011/07/14,0756,2,D,,42,1745,B,,11000000000000000,0100,VP,26,0516,78468,,DZS9670,MO,DTE9069,AU,,,CO,,,,
"POINT (-46.559832 -23.581408)",,D071101305,73865,,125,,2011/07/15,1845,4,D,,42,1770,,,10000000000000000,0100,VP,26,0516,73865,,DZD5338,AU,,,,,AT,,,,
"POINT (-46.562793 -23.608632)",,D071101306,24338,,3513,,2011/07/31,0900,2,D,,42,1954,,,11000000000000000,0100,VP,26,0516,24338,,EHJ9501,MO,ERZ4607,AU,,,CO,,,,
"POINT (-46.565192 -23.606431)",,D071101307,16826,,491,,2011/07/12,0945,2,D,,42,2056,C,,01010000000000000,0100,VP,26,0516,16826,,DUD7661,CA,DRW7395,MO,,,CT,,,,
"POINT (-46.559061 -23.585528)",,D071101308,07545,17787,,,2011/07/07,2030,4,D,,42,5347,,,00000000000000010,0100,VP,95,0516,07545,17787,,SI,,,,,AT,,,,
"POINT (-46.544582 -23.608063)",,D071101309,05880,,87,,2011/07/09,0155,2,D,,42,5369,,,10000000000000000,0100,VP,74,0516,05880,,DNA3138,AU,,,,,CH,,,,
"POINT (-46.54995 -23.59725)",,D071101310,05425,,4215,,2011/07/09,1545,2,D,,42,5395,,,20000000000000000,0300,VP,95,0516,05425,,EBG3566,AU,DIF8759,AU,,,CL,,,,
"POINT (-46.565875 -23.606798)",,D071101311,03510,12047,,,2011/07/09,2255,2,D,,42,5404,,,11000000000000000,0100,VP,74,0516,03510,12047,EUH2644,AU,DUX8840,MO,,,CO,,,,
"POINT (-46.543272 -23.60182)",,D071101312,16826,07545,,,2011/07/12,2140,4,D,,42,5476,,,01000000000000000,0200,VP,95,0516,07545,16826,CMS7523,MO,,,,,AT,,,,
"POINT (-46.558205 -23.58198)",,D071101313,05425,,2530,,2011/07/16,0012,2,D,,42,5543,,,01000000000100000,0200,VP,95,0517,05425,,BLG6272,CM,,MO,,,CH,,,,
"POINT (-46.552238 -23.589999)",,D071101314,24338,,3660,,2011/07/16,1655,2,D,,42,5569,,,11000000000000000,0200,VP,26,0517,24338,,EXD3562,MO,,AU,,,CL,,,,
"POINT (-46.542798 -23.583618)",,D071101316,15032,,1545,,2011/07/20,2100,2,D,,42,5675,,,10000000000100000,0100,VP,26,0517,15032,,EEF4435,CM,BEM0194,AU,,,CO,,,,
"POINT (-46.559432 -23.580623)",,D071101317,18408,,1620,,2011/07/23,2107,2,D,,42,5757,,,11000000000000000,0100,VP,26,0517,18408,,DVD9915,MO,CCD2800,AU,,,CO,,,,
"POINT (-46.535324 -23.583133)",,D071101318,19708,,1813,,2011/07/24,0525,2,D,,42,5767,,,10000000000000000,0200,VP,26,0517,19708,,DSR0365,AU,,,,,CH,,,,
"POINT (-46.532815 -23.587017)",,D071101319,17824,,5830,,2011/07/30,0605,2,D,,42,5917,,,11000000000000000,0100,MO,33,0517,17824,,BWX5926,MO,,AU,,,CO,,,,
"POINT (-46.557137 -23.601876)",,D071101320,17824,,6326,,2011/07/30,2140,2,D,,42,5941,C,,11000000000000000,0100,MO,33,0517,17824,,CDM4197,AU,DRW6508,MO,,,CO,,,,
"POINT (-46.539284 -23.584869)",,D071101321,07545,,1041,,2011/07/30,2236,2,D,,42,5943,,,20000000000000000,0100,VP,95,0517,07545,,DCX4509,AU,CDA7302,AU,,,CL,,,,
"POINT (-46.550687 -23.583782)",,D071101322,18408,,2003,,2011/07/31,0000,2,D,,42,5945,,,11000000000000000,0100,VP,26,0517,18408,,DIZ6147,AU,DYZ6398,MO,,,CO,,,,
"POINT (-46.57363 -23.535604)",,D071101323,24338,,4477,,2011/07/31,1225,2,D,,42,5948,,,00000001000100000,0200,VP,26,0518,24338,,DEH2003,CM,DTC5623,OU,,,CH,,,,
"POINT (-46.566973 -23.534077)",,D071101324,04736,01317,,,2011/07/21,1910,4,D,,52,85,,,10000000000000000,0100,BR,82,0519,01317,04736,CST7428,AU,,,,,AT,,,,
"POINT (-46.566409 -23.525073)",,D071101325,04736,,4800,,2011/07/02,1120,2,D,,52,1461,C,,00100000000000000,0100,BR,82,0519,04736,,,ON,,,,,QD,,,,
"POINT (-46.562201 -23.532508)",,D071101327,27101,,,PXEST CORINTHIA,2011/07/08,2021,2,D,,52,5558,,,11000000000000000,0200,TT,27,0519,29772,,DTL4384,MO,ETR2738,AU,,,CO,,,,
"POINT (-46.583425 -23.533114)",,D071101328,04736,19871,,,2011/07/17,2115,2,D,,52,5838,,,11000000000000000,0100,BR,82,0519,04736,19871,EQE9437,MO,FLL5005,AU,,,CO,,,,
"POINT (-46.562533 -23.525241)",,D071101329,27094,19328,,,2011/07/30,0430,2,D,,52,6187,,,01000000000100000,0100,BR,,0519,19328,27094,GVI1949,CM,EQE5528,MO,,,CO,,,,
"POINT (-46.562586 -23.532734)",,D071101330,06371,02274,,,2011/07/31,0250,2,D,,52,6207,B,,01000000000100000,0100,TT,82,0519,02274,06371,DEX0474,CM,DOE5676,MO,,,CT,,,,
"POINT (-46.597293 -23.52801)",,D071101331,04736,,5311,,2011/07/01,0730,2,D,,52,7076,,,00000001000000000,0100,BR,82,0519,04736,,DJF7972,OU,,,,,QD,,,,
"POINT (-46.561694 -23.524586)",,D071101332,06371,,,NC,2011/07/05,0012,4,D,,52,7098,,E,10000000000000000,0100,TT,82,0519,29772,,,AU,,,,,AT,,,,
"POINT (-46.58291 -23.535213)",,D071101333,35503,,,PXPTE ARICANDUV,2011/07/06,2200,2,D,,52,7157,,,11000000000000000,0100,BR,82,0519,25957,,EQD4402,MO,EBD4027,AU,,,CO,,,,
"POINT (-46.597293 -23.52801)",,D071101334,27094,04736,,,2011/07/08,2030,2,D,,52,7245,B,,11000000000000000,0100,BR,82,0519,04736,27094,DTN8288,MO,HAL1922,AU,,,CL,,,,
"POINT (-46.54626 -23.584995)",,D071101335,06371,,,NC,2011/07/16,1130,2,D,,52,7526,,,10001000000000000,0100,TT,82,0520,29772,,DAD7196,AU,,BI,,,CO,,,,
"POINT (-46.58336 -23.580688)",,D071101336,19708,09597,,,2011/07/05,0642,2,D,,56,1535,,,00100000000000000,0400,VP,74,0521,09597,19708,ELQ8544,ON,,,,,CH,,,,
"POINT (-46.586512 -23.584582)",,D071101337,15047,,200,,2011/07/14,1000,2,D,,56,1970,,,00000001000000000,0100,VP,33,0521,15047,,DJF1384,OU,,,,,QD,,,,
"POINT (-46.568565 -23.583101)",,D071101338,24338,09660,,,2011/07/02,1645,2,D,,56,5185,,,10000000000100000,0100,VP,95,0521,15304,24338,GPP0827,CM,ECT6180,AU,,,CT,,,,
"POINT (-46.579197 -23.593582)",,D071101340,24338,65634,,,2011/07/07,1738,2,D,,56,5329,B,,11000000000000000,0100,VP,,0521,24338,65634,JFH6181,AU,EQR6158,MO,,,CL,,,,
"POINT (-46.593256 -23.587492)",,D071101341,08955,07964,,,2011/07/09,1041,2,D,,56,5377,,,01100000000000000,0100,VP,95,0521,07964,08955,CZZ3667,ON,BVG9069,MO,,,CF,,,,
"POINT (-46.58196 -23.589005)",,D071101342,22127,24338,,,2011/07/12,2334,2,D,,56,5475,,,10000000000000000,0100,VP,,0521,22127,24338,CHH7095,AU,,,,,CP,,,,
"POINT (-46.58157 -23.584895)",,D071101343,20059,12543,,,2011/07/14,1930,2,D,,56,5513,,,20000000000000000,0300,VP,,0521,12543,20059,EUD6083,AU,EMP1265,AU,,,CO,,,,
"POINT (-46.585438 -23.592748)",,D071101344,24338,,1210,,2011/07/15,2058,2,D,,56,5536,B,,11000000000000000,0100,VP,26,0521,24338,,DCD1069,AU,EKJ3129,MO,,,CO,,,,
"POINT (-46.586553 -23.581538)",,D071101345,07497,,1000,,2011/07/17,1930,2,D,,56,5591,,,11000000000000000,0100,VP,95,0522,07497,,EUD0466,AU,DZP3288,MO,,,CT,,,,
"POINT (-46.583952 -23.58075)",,D071101346,15275,,374,,2011/07/18,2009,4,D,,56,5621,B,,00100000000000000,0100,VP,26,0522,15275,,DTC6897,ON,,,,,AT,,,,
"POINT (-46.583185 -23.582086)",,D071101347,15047,,143,,2011/07/14,2130,2,D,,56,5634,,,11000000000000000,0100,VP,33,0522,15047,,,AU,EJM7471,MO,,,CO,,,,
"POINT (-46.576735 -23.577675)",,D071101348,09513,,,NC,2011/07/19,1015,2,D,,56,5635,,,10100000000000000,0100,VP,95,0522,09513,,DTD2299,ON,ELS4157,AU,,,CH,,,,
"POINT (-46.573458 -23.594904)",,D071101349,15047,17727,,,2011/07/23,1515,2,D,,56,5749,,,20200000000000000,1400,VP,01,0522,15047,17727,DJF8193,ON,DTC6143,ON,FBN7227,AU,CT,,,,
"POINT (-46.582568 -23.586884)",,D071101350,04926,08724,,,2011/07/23,2155,2,D,,56,5756,,,20000000000000000,0100,VP,95,0523,04926,08724,CEP8670,AU,DKN5995,AU,,,CO,,,,
"POINT (-46.578058 -23.58951)",,D071101351,10935,14976,,,2011/07/23,2236,2,D,,56,5759,,,11000000000000000,0100,VP,95,0523,10935,14976,EBU4405,AU,BVJ1073,MO,,,CT,,,,
"POINT (-46.559865 -23.593156)",,D071101352,20059,,605,,2011/07/24,1959,2,D,,56,5788,,,11000000000000000,0200,VP,26,0523,20059,,DZX4801,AU,DZL1016,MO,,,CL,,,,
"POINT (-46.56652 -23.597466)",,D071101353,26966,,331,,2011/07/29,1900,2,D,,56,5901,,,11000000000000000,0100,VP,26,0523,26966,,DPL6178,AU,BUB9569,MO,,,CO,,,,
"POINT (-46.578942 -23.584541)",,D071101354,07964,,1434,,2011/07/30,0915,2,D,,56,5935,,,10000001000000000,0100,VP,95,0523,07964,,DTB4767,OU,DRQ5866,AU,,,SI,,,,
"POINT (-46.559597 -23.591984)",,D071101355,24338,,1500,,2011/07/20,2200,2,D,,56,6436,,,11000000000000000,0100,VP,26,0523,24338,,KIV1349,AU,DYY3714,MO,,,SI,,,,
"POINT (-46.562321 -23.595126)",,D071101356,18535,,1216,,2011/07/09,0503,2,D,,56,900102,,,10000000000000000,0300,VP,26,0523,18535,,DMA3993,AU,,,,,CH,,,,
"POINT (-46.587957 -23.562177)",,D071101357,03996,,48,,2011/07/12,1759,2,D,,56,900103,,,11000000000000000,0100,VP,26,0523,03996,,DLG7427,AU,BXU1830,MO,,,SI,,,,
"POINT (-46.541968 -23.596489)",,D071101358,07033,,344,,2011/07/04,1209,2,D,,57,1538,,,01000000000100000,0100,MO,54,0524,07033,,DZQ9676,MO,DOD8353,CM,,,CO,,,,
"POINT (-46.580306 -23.553477)",,D071101359,15032,,2895,,2011/07/14,0750,2,D,,57,1656,,,01100000000000000,0200,VP,26,0524,15032,,DRY6319,MO,EFW4377,ON,,,CO,,,,
"POINT (-46.587817 -23.556371)",,D071101360,18070,,1400,,2011/07/26,1820,2,D,,57,1820,,,11000000000000000,0100,MO,10,0524,18070,,EXD1496,MO,DDV8927,AU,,,CO,,,,
"POINT (-46.583077 -23.547564)",,D071101361,04543,,1119,,2011/07/16,0430,2,D,,57,1837,,,10010000000000000,0100,MO,54,0524,04543,,CYZ7585,AU,CUD6082,CA,,,CH,,,,
"POINT (-46.538932 -23.598319)",,D071101362,00906,10162,,,2011/07/02,1310,2,D,,57,5376,B,,10000001000000000,0300,MO,08,0524,00906,10162,COT2091,AU,DJB4070,OU,,,CO,,,,
"POINT (-46.54875 -23.59166)",,D071101363,15032,,3271,,2011/07/21,2342,2,D,,57,5708,,,02000000000000000,0200,VP,26,0524,15032,,EPF1974,MO,EQR9140,MO,,,CF,,,,
"POINT (-46.554207 -23.563181)",,D071101364,15032,,1953,,2011/07/24,0330,2,D,,57,5766,,,10000000000000000,0400,VP,26,0524,15032,,EBQ2885,AU,,,,,CH,,,,
"POINT (-46.52563 -23.555982)",,D071101365,06239,,650,,2011/07/04,0720,2,D,,58,1176,C,,11000000000000000,0100,MO,87,0524,06239,,DXL8868,MO,EKK6998,AU,,,CT,,,,
"POINT (-46.54979 -23.570948)",,D071101366,05817,,513,,2011/07/08,1700,4,D,,58,1219,C,,01000000000000000,0100,VA,20,0524,05817,,LYM9102,MO,,,,,AT,,,,
"POINT (-46.542714 -23.567416)",,D071101367,43408,01344,,,2011/07/12,1454,2,D,,58,1239,C,,11000000000000000,0100,MO,,0524,01344,43408,CDI3380,MO,CWB4073,AU,,,CO,,,,
"POINT (-46.547238 -23.564439)",,D071101368,06239,,2100,,2011/07/14,1418,4,D,,58,1254,C,,01000000000000000,0100,MO,87,0524,06239,,DNJ7345,MO,,,,,AT,,,,
"POINT (-46.544475 -23.574555)",,D071101369,06239,,1515,,2011/07/26,1910,4,D,,58,1329,,,00100000000000000,0100,MO,87,0524,06239,,ELQ8312,ON,,,,,AT,,,,
"POINT (-46.564073 -23.562503)",,D071101370,33464,43408,,,2011/07/27,0730,2,D,,58,1333,,,10001000000000000,0100,MO,,0524,33464,43408,EUK4708,AU,,BI,,,CO,,,,
"POINT (-46.545456 -23.565351)",,D071101371,43408,,1500,,2011/07/18,1845,2,D,,58,1490,B,,11000000000000000,0100,BR,46,0524,43408,,DJJ9652,MO,,AU,,,CO,,,,
"POINT (-46.5361 -23.562816)",,D071101372,06239,,1722,,2011/07/09,0639,2,D,,58,5562,,,10000000000000000,0400,MO,87,0524,06239,,CBJ7648,AU,,,,,CH,,,,
"POINT (-46.544933 -23.577064)",,D071101373,11822,,27,,2011/07/28,2326,2,D,,58,6166,,,10010000000000000,0100,MO,87,0524,11822,,CJP2360,AU,CYB0849,CA,,,CH,,,,
"POINT (-46.596271 -23.541335)",,D071101374,16417,07075,,,2011/07/15,1015,2,D,,58,7607,B,,11000000000000000,0100,MO,87,0524,06840,16417,DYV1820,MO,EFY6402,AU,,,CO,,,,
"POINT (-46.584199 -23.535303)",,D071101375,03896,,826,,2011/07/07,1030,2,D,,81,1158,,,11000000000000000,0100,BR,08,0526,03896,,EFN3317,MO,BKW8566,AU,,,CO,,,,
"POINT (-46.587802 -23.529705)",,D071101376,19328,,20,,2011/07/08,1830,4,D,,81,1177,,,10000000000000000,0100,BR,27,0526,19328,,BZO5583,AU,,,,,AT,,,,
"POINT (-46.583052 -23.535239)",,D071101377,06371,,850,,2011/07/22,0700,2,D,,81,1278,B,,10030000000000000,0200,TT,82,0526,29772,,BNP2232,AU,DDU5764,CA,BLG4310,CA,CO,,,,
"POINT (-46.60675 -23.542993)",,D071101378,04736,27094,,,2011/07/22,1600,2,D,,81,3484,,,02000000000000000,0100,BR,82,0526,04736,27094,EXE6036,MO,EXD4528,MO,,,CO,,,,
"POINT (-46.587335 -23.529572)",,D071101379,03653,,1479,,2011/07/10,0122,4,D,,81,5590,,,00000000000100000,0300,BR,10,0526,03653,,DWP5660,CM,,,,,AT,,,,
"POINT (-46.595435 -23.529633)",,D071101380,06371,,900,,2011/07/16,0109,2,D,,81,5766,,,01000000000000000,0100,TT,82,0526,29772,,DJK9013,MO,,,,,SI,,,,
"POINT (-46.690428 -23.654193)",,D071101381,06371,27156,,,2011/07/24,1600,4,D,,81,6040,,,10000000000000000,0100,TT,08,0526,06371,27156,BFJ5407,AU,,,,,AT,,,,
"POINT (-46.578085 -23.543254)",,D071101382,19931,,1500,,2011/07/15,0850,4,D,,11,2388,B,,01000000000000000,0100,SA,30,0600,19931,,DZP1450,MO,,,,,AT,,,,
"POINT (-46.70958 -23.664439)",,D071101383,06238,,14173,,2011/07/06,1600,2,D,,11,2940,,,01010000000000000,0100,PB,90,0600,13014,,DRV4008,MO,,CA,,,CO,,,,
"POINT (-46.703746 -23.63034)",,D071101384,32309,,100,,2011/07/22,1531,2,D,,11,3214,,,11000000000000000,0100,CS,30,0600,32309,,DZL3674,MO,ELW4008,AU,,,CO,,,,
"POINT (-46.710305 -23.663326)",,D071101385,01085,,1816,,2011/07/29,0018,2,D,,11,4274,,,00000001000000000,0100,SA,72,0600,01085,,ECT2830,OU,,,,,QD,,,,
"POINT (-46.692838 -23.655921)",,D071101386,06238,03154,,,2011/07/01,0740,2,D,,11,6105,,,21000000000000000,0100,CS,72,0600,03154,06238,EII8518,MO,CDB6736,AU,CYV4573,AU,CO,,,,
"POINT (-46.714985 -23.631314)",,D071101387,19931,,1207,,2011/07/03,1745,2,D,,11,6178,C,,11000000000000000,0100,SA,30,0600,19931,,EXE6246,MO,DSK2602,AU,,,CO,,,,
"POINT (-46.696605 -23.63474)",,D071101388,06238,05799,,,2011/07/04,0750,2,D,,11,6187,,,11000000000000000,0100,CL,72,0600,05799,06238,EQE8276,MO,CFP9649,AU,,,CO,,,,
"POINT (-46.705886 -23.630175)",,D071101389,01085,,945,,2011/07/04,1542,2,D,,11,6205,,,11000000000000000,0100,SA,72,0600,01085,,DZL9056,MO,DDE1185,AU,,,CO,,,,
"POINT (-46.693201 -23.636619)",,D071101390,01677,07012,,,2011/07/04,2222,2,D,,11,6214,,,11000000000000000,0100,SA,72,0600,01677,07012,EQP7147,MO,ELN3727,AU,,,SI,,,,
"POINT (-46.697476 -23.634129)",,D071101391,10918,01085,,,2011/07/04,1820,2,D,,11,6226,C,,11000000000000000,0100,SA,72,0600,01085,10918,EJO8172,MO,EET5291,AU,,,QM,,,,
"POINT (-46.678128 -23.636499)",,D071101392,01085,19864,,,2011/07/05,2315,2,D,,11,6256,,,11000000000000000,0100,SA,72,0600,01085,19864,EQS3623,MO,EMI2605,AU,,,SI,,,,
"POINT (-46.699283 -23.649339)",,D071101393,14024,10967,,,2011/07/06,1129,2,D,,11,6279,,,20000000000000000,0100,SA,72,0601,10967,26500,GTK4433,AU,BPE5420,AU,,,CH,,,,
"POINT (-46.706578 -23.647282)",,D071101394,09647,,676,,2011/07/06,1300,2,D,,11,6291,B,,11000000000000000,0100,SA,72,0601,09647,,DUW4100,MO,ELP0727,AU,,,CO,,,,
"POINT (-46.714145 -23.65475)",,D071101395,21943,01243,,,2011/07/05,1650,4,D,,11,6299,,,01000000000000000,0100,CL,72,0601,01243,21943,EQE9242,MO,,,,,AT,,,,
"POINT EMPTY",,D071101396,11063,,800,,2011/07/05,1955,4,D,,11,6314,,,00100000000000000,0100,CS,72,0601,11063,,EFV5287,ON,,,,,AT,,,,
"POINT (-46.690764 -23.630851)",,D071101397,18748,09600,,,2011/07/05,2000,2,D,,11,6391,,,11000000000000000,0100,CL,,0601,09600,18748,DYY8413,MO,CMP8422,AU,,,CO,,,,
"POINT (-46.695638 -23.639155)",,D071101398,00999,,7000,,2011/07/09,0630,2,D,,11,6400,,,10100000000000000,0100,IB,34,0601,00999,,CKM7199,AU,DTB7161,ON,,,CO,,,,
"POINT (-46.532089 -23.559971)",,D071101399,18185,10918,,,2011/07/09,0945,2,D,,11,6403,,,11000000000000000,0100,SA,72,0601,10918,18185,EHG5027,MO,ELP0318,AU,,,CO,,,,
